,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
142,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£365 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm']",Spacious 6 bedroom house near Headingley Stadium,6 doubles,"[365, 375, 375, 375, 375, 375]",373.3333333,LS4
143,Now,Furnished,Males or females,Woodhouse (LS6),9 months,7 months,['£350 pcm'],1 room available in 3 bed 3 bath - Woodhouse,Double room,[350],350,LS6
144,Now,Furnished,Males or females,Woodhouse (LS6),12 months,6 months,"['£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm']","6 bed houseshare, Woodhouse",6 doubles,"[340, 340, 340, 340, 340, 340]",340,LS6
145,Now,Furnished,Males or females,Headingley (LS6),12 months,10 months,['£95 pw'],"One Room in Modern House Share, Great Location!",Double room,[380],380,LS6
146,Now,Furnished,Males or females,Headingley (LS6),12 months,6 months,"['£109 pw', '£109 pw', '£109 pw']","3 bed, 3 bath flat share - central Headingley",3 doubles,"[436, 436, 436]",436,LS6
147,1-Jan-19,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£315 pcm', '£325 pcm', '£350 pcm']",Cosy double room in nice relaxed house,Double room,"[360, 315, 325, 350]",337.5,LS13
148,21-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£360 pcm', '£340 pcm', '£350 pcm']",Large room in spacious house,Double room,"[360, 360, 340, 350]",352.5,LS13
149,8-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£320 pcm', '£350 pcm', '£350 pcm']",2 nice rooms in relaxed house,2 doubles,"[360, 320, 350, 350]",345,LS13
150,Now,No info,Males or females,Headingley (LS6),None,3 months,"['£395 pcm', '£395 pcm', '£380 pcm', '£380 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£380 pcm']",Beautiful double bedrooms to let,4 doubles,"[395, 395, 380, 380, 395, 395, 395, 395, 380]",390,LS6
151,Now,Furnished,Males or females,Headingley (LS6),None,4 months,"['£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£360 pcm']",1x Beautifully Decorated Bedrooms   Available,2 doubles,"[395, 395, 395, 395, 395, 360]",389.1666667,LS6
152,Now,Furnished,Males or females,Headingley (LS6),None,None,"['£390 pcm', '£390 pcm', '£380 pcm', '£380 pcm', '£380 pcm', '£395 pcm']",6  x Beautiful Modern bedrooms to let,3 doubles,"[390, 390, 380, 380, 380, 395]",385.8333333,LS6
153,15-Dec-18,No info,Males or females,Leeds (LS6),None,4 months,"['£370 pcm', '£370 pcm', '£380 pcm']",2 Beautiful  Modern Double Room,Double room,"[370, 370, 380]",373.3333333,LS6
154,13-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,"['£350 pcm', '£395 pcm']",Fully Refurbished 6 Bedroom Houseshare,2 doubles,"[350, 395]",372.5,LS6
155,1-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,"['£340 pcm', '£340 pcm']",Fully Refurbished 4 Bedroom Accomodation to Rent,2 doubles,"[340, 340]",340,LS6
156,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£395 pcm', '£375 pcm']",Double room in professional house,2 doubles,"[395, 375]",385,LS4
157,23-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,['£415 pcm'],"Double room available, central Headingley",Double room,[415],415,LS6
158,1-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,['£350 pcm'],Nice house in Headingley,Single room,[350],350,LS6
159,1-Dec-18,Furnished,Males or females,Leeds (LS8),None,None,['£515 pcm'],Professional Double En-SuiteRoom inc WiFi + Bills,Double room,[515],515,LS8
160,Now,Furnished,Males or females,Morley (LS27),None,3 months,"['£350 pcm', '£390 pcm', '£420 pcm', '£420 pcm']",Room in friendly female professional share Morley,Double room,"[350, 390, 420, 420]",395,LS27
161,Now,Furnished,Males or females,Leeds (LS6),None,6 months,"['£495 pcm', '£549 pcm', '£460 pcm', '£450 pcm']",ð Most STUNNING houseshare in Headingley...ð,3 doubles,"[495, 549, 460, 450]",488.5,LS6
162,Now,Furnished,Males or females,Headingley (LS6),None,6 months,['£425 pcm'],Aww YES!! The BEST Headingley Houseshare!!,Double room,[425],425,LS6
163,1-Jan-19,Furnished,Female preferred,Leeds City Centre (LS1),None,2 months,['£550 pcm'],Double Room in Friendly Flat Share,Double room,[550],550,LS1
164,Now,Furnished,No info,Bramley (LS13),None,6 months,['£375 pcm (whole property)'],One Bed Flat - Great Value -refurbished,1 bed flat,[375],375,LS13
165,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£365 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm']",Spacious 6 bedroom house near Headingley Stadium,6 doubles,"[365, 375, 375, 375, 375, 375]",373.3333333,LS4
166,Now,Furnished,Males or females,Woodhouse (LS6),9 months,7 months,['£350 pcm'],1 room available in 3 bed 3 bath - Woodhouse,Double room,[350],350,LS6
167,Now,Furnished,Males or females,Woodhouse (LS6),12 months,6 months,"['£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm']","6 bed houseshare, Woodhouse",6 doubles,"[340, 340, 340, 340, 340, 340]",340,LS6
168,Now,Furnished,Males or females,Headingley (LS6),12 months,10 months,['£95 pw'],"One Room in Modern House Share, Great Location!",Double room,[380],380,LS6
169,Now,Furnished,Males or females,Headingley (LS6),12 months,6 months,"['£109 pw', '£109 pw', '£109 pw']","3 bed, 3 bath flat share - central Headingley",3 doubles,"[436, 436, 436]",436,LS6
170,1-Jan-19,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£315 pcm', '£325 pcm', '£350 pcm']",Cosy double room in nice relaxed house,Double room,"[360, 315, 325, 350]",337.5,LS13
171,21-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£360 pcm', '£340 pcm', '£350 pcm']",Large room in spacious house,Double room,"[360, 360, 340, 350]",352.5,LS13
172,8-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£320 pcm', '£350 pcm', '£350 pcm']",2 nice rooms in relaxed house,2 doubles,"[360, 320, 350, 350]",345,LS13
173,Now,No info,Males or females,Headingley (LS6),None,3 months,"['£395 pcm', '£395 pcm', '£380 pcm', '£380 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£380 pcm']",Beautiful double bedrooms to let,4 doubles,"[395, 395, 380, 380, 395, 395, 395, 395, 380]",390,LS6
174,Now,Furnished,Males or females,Headingley (LS6),None,4 months,"['£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£360 pcm']",1x Beautifully Decorated Bedrooms   Available,2 doubles,"[395, 395, 395, 395, 395, 360]",389.1666667,LS6
175,Now,Furnished,Males or females,Headingley (LS6),None,None,"['£390 pcm', '£390 pcm', '£380 pcm', '£380 pcm', '£380 pcm', '£395 pcm']",6  x Beautiful Modern bedrooms to let,3 doubles,"[390, 390, 380, 380, 380, 395]",385.8333333,LS6
176,15-Dec-18,No info,Males or females,Leeds (LS6),None,4 months,"['£370 pcm', '£370 pcm', '£380 pcm']",2 Beautiful  Modern Double Room,Double room,"[370, 370, 380]",373.3333333,LS6
177,13-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,"['£350 pcm', '£395 pcm']",Fully Refurbished 6 Bedroom Houseshare,2 doubles,"[350, 395]",372.5,LS6
178,1-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,"['£340 pcm', '£340 pcm']",Fully Refurbished 4 Bedroom Accomodation to Rent,2 doubles,"[340, 340]",340,LS6
179,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£395 pcm', '£375 pcm']",Double room in professional house,2 doubles,"[395, 375]",385,LS4
180,23-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,['£415 pcm'],"Double room available, central Headingley",Double room,[415],415,LS6
181,1-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,['£350 pcm'],Nice house in Headingley,Single room,[350],350,LS6
182,1-Dec-18,Furnished,Males or females,Leeds (LS8),None,None,['£515 pcm'],Professional Double En-SuiteRoom inc WiFi + Bills,Double room,[515],515,LS8
183,Now,Furnished,Males or females,Morley (LS27),None,3 months,"['£350 pcm', '£390 pcm', '£420 pcm', '£420 pcm']",Room in friendly female professional share Morley,Double room,"[350, 390, 420, 420]",395,LS27
184,Now,Furnished,Males or females,Leeds (LS6),None,6 months,"['£495 pcm', '£549 pcm', '£460 pcm', '£450 pcm']",ð Most STUNNING houseshare in Headingley...ð,3 doubles,"[495, 549, 460, 450]",488.5,LS6
185,Now,Furnished,Males or females,Headingley (LS6),None,6 months,['£425 pcm'],Aww YES!! The BEST Headingley Houseshare!!,Double room,[425],425,LS6
186,17-Dec-18,Furnished,Males or females,Leeds City Centre (LS9),6 months,1 month,['£500 pcm'],Comfortable double bedroom in Modern apartment,Double room,[500],500,LS9
187,Now,Furnished,No info,Bramley (LS13),None,6 months,['£375 pcm (whole property)'],One Bed Flat - Great Value -refurbished,1 bed flat,[375],375,LS13
188,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£365 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm']",Spacious 6 bedroom house near Headingley Stadium,6 doubles,"[365, 375, 375, 375, 375, 375]",373.3333333,LS4
189,Now,Furnished,Males or females,Woodhouse (LS6),9 months,7 months,['£350 pcm'],1 room available in 3 bed 3 bath - Woodhouse,Double room,[350],350,LS6
190,Now,Furnished,Males or females,Woodhouse (LS6),12 months,6 months,"['£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm']","6 bed houseshare, Woodhouse",6 doubles,"[340, 340, 340, 340, 340, 340]",340,LS6
191,Now,Furnished,Males or females,Headingley (LS6),12 months,10 months,['£95 pw'],"One Room in Modern House Share, Great Location!",Double room,[380],380,LS6
192,Now,Furnished,Males or females,Headingley (LS6),12 months,6 months,"['£109 pw', '£109 pw', '£109 pw']","3 bed, 3 bath flat share - central Headingley",3 doubles,"[436, 436, 436]",436,LS6
193,1-Jan-19,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£315 pcm', '£325 pcm', '£350 pcm']",Cosy double room in nice relaxed house,Double room,"[360, 315, 325, 350]",337.5,LS13
194,21-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£360 pcm', '£340 pcm', '£350 pcm']",Large room in spacious house,Double room,"[360, 360, 340, 350]",352.5,LS13
195,8-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£320 pcm', '£350 pcm', '£350 pcm']",2 nice rooms in relaxed house,2 doubles,"[360, 320, 350, 350]",345,LS13
196,Now,No info,Males or females,Headingley (LS6),None,3 months,"['£395 pcm', '£395 pcm', '£380 pcm', '£380 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£380 pcm']",Beautiful double bedrooms to let,4 doubles,"[395, 395, 380, 380, 395, 395, 395, 395, 380]",390,LS6
197,Now,Furnished,Males or females,Headingley (LS6),None,4 months,"['£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£360 pcm']",1x Beautifully Decorated Bedrooms   Available,2 doubles,"[395, 395, 395, 395, 395, 360]",389.1666667,LS6
198,Now,Furnished,Males or females,Headingley (LS6),None,None,"['£390 pcm', '£390 pcm', '£380 pcm', '£380 pcm', '£380 pcm', '£395 pcm']",6  x Beautiful Modern bedrooms to let,3 doubles,"[390, 390, 380, 380, 380, 395]",385.8333333,LS6
199,15-Dec-18,No info,Males or females,Leeds (LS6),None,4 months,"['£370 pcm', '£370 pcm', '£380 pcm']",2 Beautiful  Modern Double Room,Double room,"[370, 370, 380]",373.3333333,LS6
200,13-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,"['£350 pcm', '£395 pcm']",Fully Refurbished 6 Bedroom Houseshare,2 doubles,"[350, 395]",372.5,LS6
201,1-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,"['£340 pcm', '£340 pcm']",Fully Refurbished 4 Bedroom Accomodation to Rent,2 doubles,"[340, 340]",340,LS6
202,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£395 pcm', '£375 pcm']",Double room in professional house,2 doubles,"[395, 375]",385,LS4
203,23-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,['£415 pcm'],"Double room available, central Headingley",Double room,[415],415,LS6
204,1-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,['£350 pcm'],Nice house in Headingley,Single room,[350],350,LS6
205,1-Dec-18,Furnished,Males or females,Leeds (LS8),None,None,['£515 pcm'],Professional Double En-SuiteRoom inc WiFi + Bills,Double room,[515],515,LS8
206,Now,Furnished,Males or females,Morley (LS27),None,3 months,"['£350 pcm', '£390 pcm', '£420 pcm', '£420 pcm']",Room in friendly female professional share Morley,Double room,"[350, 390, 420, 420]",395,LS27
207,Now,Furnished,Males or females,Leeds (LS6),None,6 months,"['£495 pcm', '£549 pcm', '£460 pcm', '£450 pcm']",ð Most STUNNING houseshare in Headingley...ð,3 doubles,"[495, 549, 460, 450]",488.5,LS6
208,Now,Furnished,Males or females,Headingley (LS6),None,6 months,['£425 pcm'],Aww YES!! The BEST Headingley Houseshare!!,Double room,[425],425,LS6
209,1-Dec-18,Furnished,Males or females,Hyde Park (LS6),None,None,['£300 pcm'],One room to let in a lovely two-bed house,Double room,[300],300,LS6
210,Now,Furnished,No info,Bramley (LS13),None,6 months,['£375 pcm (whole property)'],One Bed Flat - Great Value -refurbished,1 bed flat,[375],375,LS13
211,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£365 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm']",Spacious 6 bedroom house near Headingley Stadium,6 doubles,"[365, 375, 375, 375, 375, 375]",373.3333333,LS4
212,Now,Furnished,Males or females,Woodhouse (LS6),9 months,7 months,['£350 pcm'],1 room available in 3 bed 3 bath - Woodhouse,Double room,[350],350,LS6
213,Now,Furnished,Males or females,Woodhouse (LS6),12 months,6 months,"['£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm']","6 bed houseshare, Woodhouse",6 doubles,"[340, 340, 340, 340, 340, 340]",340,LS6
214,Now,Furnished,Males or females,Headingley (LS6),12 months,10 months,['£95 pw'],"One Room in Modern House Share, Great Location!",Double room,[380],380,LS6
215,Now,Furnished,Males or females,Headingley (LS6),12 months,6 months,"['£109 pw', '£109 pw', '£109 pw']","3 bed, 3 bath flat share - central Headingley",3 doubles,"[436, 436, 436]",436,LS6
216,1-Jan-19,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£315 pcm', '£325 pcm', '£350 pcm']",Cosy double room in nice relaxed house,Double room,"[360, 315, 325, 350]",337.5,LS13
217,21-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£360 pcm', '£340 pcm', '£350 pcm']",Large room in spacious house,Double room,"[360, 360, 340, 350]",352.5,LS13
218,8-Dec-18,Furnished,Males or females,Bramley (LS13),None,6 months,"['£360 pcm', '£320 pcm', '£350 pcm', '£350 pcm']",2 nice rooms in relaxed house,2 doubles,"[360, 320, 350, 350]",345,LS13
219,Now,No info,Males or females,Headingley (LS6),None,3 months,"['£395 pcm', '£395 pcm', '£380 pcm', '£380 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£380 pcm']",Beautiful double bedrooms to let,4 doubles,"[395, 395, 380, 380, 395, 395, 395, 395, 380]",390,LS6
220,Now,Furnished,Males or females,Headingley (LS6),None,4 months,"['£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£395 pcm', '£360 pcm']",1x Beautifully Decorated Bedrooms   Available,2 doubles,"[395, 395, 395, 395, 395, 360]",389.1666667,LS6
221,Now,Furnished,Males or females,Headingley (LS6),None,None,"['£390 pcm', '£390 pcm', '£380 pcm', '£380 pcm', '£380 pcm', '£395 pcm']",6  x Beautiful Modern bedrooms to let,3 doubles,"[390, 390, 380, 380, 380, 395]",385.8333333,LS6
222,15-Dec-18,No info,Males or females,Leeds (LS6),None,4 months,"['£370 pcm', '£370 pcm', '£380 pcm']",2 Beautiful  Modern Double Room,Double room,"[370, 370, 380]",373.3333333,LS6
223,13-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,"['£350 pcm', '£395 pcm']",Fully Refurbished 6 Bedroom Houseshare,2 doubles,"[350, 395]",372.5,LS6
224,1-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,"['£340 pcm', '£340 pcm']",Fully Refurbished 4 Bedroom Accomodation to Rent,2 doubles,"[340, 340]",340,LS6
225,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£395 pcm', '£375 pcm']",Double room in professional house,2 doubles,"[395, 375]",385,LS4
226,23-Dec-18,Furnished,Males or females,Leeds (LS6),None,6 months,['£415 pcm'],"Double room available, central Headingley",Double room,[415],415,LS6
227,1-Dec-18,Furnished,Males or females,Headingley (LS6),None,6 months,['£350 pcm'],Nice house in Headingley,Single room,[350],350,LS6
228,1-Dec-18,Furnished,Males or females,Leeds (LS8),None,None,['£515 pcm'],Professional Double En-SuiteRoom inc WiFi + Bills,Double room,[515],515,LS8
229,Now,Furnished,Males or females,Morley (LS27),None,3 months,"['£350 pcm', '£390 pcm', '£420 pcm', '£420 pcm']",Room in friendly female professional share Morley,Double room,"[350, 390, 420, 420]",395,LS27
230,Now,Furnished,Males or females,Leeds (LS6),None,6 months,"['£495 pcm', '£549 pcm', '£460 pcm', '£450 pcm']",ð Most STUNNING houseshare in Headingley...ð,3 doubles,"[495, 549, 460, 450]",488.5,LS6
231,Now,Furnished,Males or females,Headingley (LS6),None,6 months,['£425 pcm'],Aww YES!! The BEST Headingley Houseshare!!,Double room,[425],425,LS6
232,Now,Furnished,Males or females,Leeds (LS3),7 months,7 months,['£90 pw'],Beautiful Affordable Modern Double Room!,Double room,[360],360,LS3
233,Now,Furnished,No info,Bramley (LS13),None,6 months,['£375 pcm (whole property)'],One Bed Flat - Great Value -refurbished,1 bed flat,[375],375,LS13
234,Now,Furnished,Males or females,Burley (LS4),None,6 months,"['£365 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm', '£375 pcm']",Spacious 6 bedroom house near Headingley Stadium,6 doubles,"[365, 375, 375, 375, 375, 375]",373.3333333,LS4
235,Now,Furnished,Males or females,Woodhouse (LS6),9 months,7 months,['£350 pcm'],1 room available in 3 bed 3 bath - Woodhouse,Double room,[350],350,LS6
236,Now,Furnished,Males or females,Woodhouse (LS6),12 months,6 months,"['£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm', '£340 pcm']","6 bed houseshare, Woodhouse",6 doubles,"[340, 340, 340, 340, 340, 340]",340,LS6
237,Now,Furnished,Males or females,Headingley (LS6),12 months,10 months,['£95 pw'],"One Room in Modern House Share, Great Location!",Double room,[380],380,LS6
