,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
153,Now,Furnished,Males or females,Failsworth (M35),None,6 months,"['£95 pw', '£95 pw', '£115 pw', '£110 pw', '£99 pw', '£85 pw', '£120 pw', '£120 pw']",Amazing location | Professionals | All Bills Inc,2 doubles,"[380, 380, 460, 440, 396, 340, 480, 480]",419.5,M35
154,01 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,5 months,['£400 pcm'],Amazing deal - Low deposit,Double room,[400],400.0,M14
155,Now,Furnished,Males or females,West Didsbury (M20),None,5 months,"['£390 pcm', '£400 pcm']",Brilliant Rooms in West Didsbury-Affordable Prices,2 doubles,"[390, 400]",395.0,M20
156,Now,Furnished,Males or females,Radcliffe (M26),None,6 months,"['£120 pw', '£99 pw', '£99 pw', '£110 pw', '£110 pw', '£115 pw']",Do not miss out! Brand New House Share! LAST ROOM,Double room,"[480, 396, 396, 440, 440, 460]",435.3333333333333,M26
157,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£115 pw', '£120 pw', '£85 pw', '£95 pw', '£120 pw', '£130 pw']",Near to Tram | Professionals | Free Amazon Voucher,Double room,"[460, 480, 340, 380, 480, 520]",443.3333333333333,M30
158,Now,Furnished,Males or females,Crumpsall (M8),None,6 months,"['£85 pw', '£100 pw', '£85 pw', '£90 pw', '£85 pw']",Dbl Room|Free Amazon Voucher| Professionals,Double room,"[340, 400, 340, 360, 340]",356.0,M8
159,11 Dec 2018,Furnished,Males or females,Eccles (M30),None,6 months,"['£120 pw', '£115 pw', '£115 pw', '£110 pw', '£125 pw']",Beautiful Large En Suite rooms | Professionals,2 doubles,"[480, 460, 460, 440, 500]",468.0,M30
160,15 Dec 2018,Furnished,Males or females,Eccles (M30),None,6 months,"['£110 pw', '£530 pcm', '£99 pw', '£115 pw']",En Suite Room| Flatscreen Tv| Professionals,Double room,"[440, 530, 396, 460]",456.5,M30
161,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£115 pw', '£115 pw', '£115 pw', '£115 pw', '£115 pw', '£125 pw']",Ensuite rooms | Free Amazon Voucher | Professional,2 doubles,"[460, 460, 460, 460, 460, 500]",466.6666666666667,M5
162,Now,Furnished,Female preferred,Manchester City Centre (M1),None,None,['£90 pw'],Rent Paid Til 22 Jan 2019 Msv Double Room,Double room,[360],360.0,M1
163,20 Dec 2018,Furnished,Males or females,Whalley Range (M16),None,6 months,['£440 pcm'],"Large Furnished double rooms, Whalley Range (158)",Double room,[440],440.0,M16
164,Now,Furnished,Males or females,Salford (M7),None,6 months,['£475 pcm'],"Ensuite Double room, Salford (Singleton Road)",Double room,[475],475.0,M7
165,Now,Furnished,Males or females,Walkden (M28),None,6 months,"['£429 pcm', '£450 pcm', '£477 pcm', '£477 pcm']",Fantastic Ensuite Double rooms - Walkden (Mem),3 doubles,"[429, 450, 477, 477]",458.25,M28
166,Now,Furnished,Males or females,Salford (M6),None,6 months,['£425 pcm'],Double Room to rent Guildford Road Salford,Double room,[425],425.0,M6
167,11 Dec 2018,Furnished,No info,Sale (M33),None,6 months,['Potential Buddy Ups'],Large 2 bed furnished flat in Sale with parking,2 bed flat,[],,M33
168,05 Dec 2018,Furnished,Males or females,Whalley Range (M16),None,6 months,['£460 pcm'],En-suite room to rent Whalley Range/Chorlton (MG),Double room,[460],460.0,M16
169,03 Jan 2019,Furnished,Males or females,Salford (M6),None,6 months,"['£400 pcm', '£400 pcm', '£425 pcm', '£450 pcm']",Ensuite double room Mere Ave. Close to Metro,2 doubles,"[400, 400, 425, 450]",418.75,M6
170,01 Dec 2018,Furnished,Males or females,Salford (M5),None,6 months,"['£115 pw', '£120 pw', '£120 pw', '£125 pw', '£125 pw', '£120 pw']",Beautiful Large En Suite rooms | Professionals,6 doubles,"[460, 480, 480, 500, 500, 480]",483.3333333333333,M5
171,Now,Furnished,Males or females,Manchester (M9),None,6 months,"['£77 pw', '£97 pcm', '£117 pcm']",1 X Studio and 2 En Suite Rooms Near City Centre!,Single + 2 doubles,"[308, 97, 117]",174.0,M9
172,Now,Furnished,Female preferred,Fallowfield (M14),None,7 months,['£500 pcm'],Stunning room done to a high standard,Double room,[500],500.0,M14
173,07 Dec 2018,Furnished,Males or females,Manchester (M40),None,None,['£450 pcm'],Spare Room to Rent,Double room,[450],450.0,M40
174,Now,Furnished,Males or females,Ardwick (M13),12 months,3 months,"['£595 pcm', '£495 pcm', '£495 pcm']",Luxurious Master Double Room in Grove Village,Double room,"[595, 495, 495]",528.3333333333334,M13
175,Now,Furnished,Males or females,Chorlton Upon Medlock (M13),12 months,6 months,['£370 pcm'],ROOM TO RENT,Single room,[370],370.0,M13
176,Now,Furnished,Males or females,Old Trafford (M16),None,4 months,['£480 pcm'],Excellent Ensuite Room in Trafford :),Double room,[480],480.0,M16
177,Now,Furnished,Males or females,Salford (M7),None,6 months,"['£440 pcm', '£410 pcm', '£460 pcm', '£495 pcm', '£480 pcm']",2 Massive Double Rooms  - Close to City,2 doubles,"[440, 410, 460, 495, 480]",457.0,M7
178,01 Jan 2019,Furnished,Female preferred,Fallowfield (M14),6 months,None,['£118 pw'],Spacious double bedroom in the Fallowfield area,Double room,[472],472.0,M14
179,Now,Furnished,Males or females,Sale (M33),None,6 months,['£450 pcm'],Newly Refurbished - Large Double Rooms,Double room,[450],450.0,M33
180,Now,Furnished,Female preferred,Manchester (M11),None,3 months,['£280 pcm'],Single room available now near Manchester centre,Single room,[280],280.0,M11
181,Now,Furnished,Males or females,Old Trafford (M16),None,6 months,['£450 pcm'],Beautiful Large Double Room Old Trafford,Double room,[450],450.0,M16
182,Now,Furnished,Males or females,Rusholme (M14),None,None,"['£495 pcm', '£545 pcm']",Nice Double Room in Spacious House Next to Park,2 doubles,"[495, 545]",520.0,M14
183,Now,Furnished,Males or females,Didsbury (M20),None,None,['£445 pcm'],"£445 + Bills, Double Room heart of West Didsbury",Double room,[445],445.0,M20
184,Now,Furnished,Female preferred,Levenshulme (M19),None,None,['£325 pcm'],All bills inclusive furnished rooms to let,Double room,[325],325.0,M19
185,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£475 pcm', '£495 pcm']",Great room with En suite rm by METRO ref. 11GR,2 doubles,"[475, 495]",485.0,M30
186,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£525 pcm', '£550 pcm', '£595 pcm', '£525 pcm', '£550 pcm', '£550 pcm', '£550 pcm']","Beautiful Newly Refurb,Very Close to Media Link",Double room,"[525, 550, 595, 525, 550, 550, 550]",549.2857142857143,M5
187,Now,Furnished,Males or females,Salford (M6),None,6 months,['£440 pcm'],Great Value Room Available Ref: 71,Double room,[440],440.0,M6
188,Now,Furnished,Males or females,Winton (M30),None,3 months,"['£475 pcm', '£450 pcm']",NO FEES! EN SUITE RM - Close to Trafford Centre,2 doubles,"[475, 450]",462.5,M30
189,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£475 pcm', '£525 pcm', '£500 pcm']",No Fees Available on This Property  - Ref.Ar,3 doubles,"[475, 525, 500]",500.0,M30
190,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£500 pcm', '£495 pcm']",NO FEES! EN SUITE RM nr Trafford Cen. -Park views,2 doubles,"[500, 495]",497.5,M30
191,15 Dec 2018,Furnished,Males or females,Salford (M5),None,6 months,['£450 pcm'],Be a stones throw from Media City UK and Metro,Double room,[450],450.0,M5
192,Now,Furnished,Males or females,Eccles (M30),None,6 months,['£475 pcm'],Room No Fees! Train & Tram Close!!,Double room,[475],475.0,M30
193,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£550 pcm', '£525 pcm']",5* Room!  - NO FEES - Hurry!!!,2 doubles,"[550, 525]",537.5,M30
194,15 Dec 2018,Furnished,Female preferred,Manchester City Centre (M4),None,6 months,['£450 pcm'],Room with parking space MCR city centre,Double room,[450],450.0,M4
195,Now,Furnished,Males or females,Fallowfield (M14),None,None,"['£385 pcm', '£350 pcm', '£385 pcm', '£400 pcm', '£335 pcm']",Beautiful House Share Fallowfield Bargain!,Single + double,"[385, 350, 385, 400, 335]",371.0,M14
196,Now,Furnished,Males or females,Whalley Range (M16),None,None,"['£450 pcm', '£450 pcm', '£450 pcm']",3 bed shared house- city centre-short term let,Double room,"[450, 450, 450]",450.0,M16
197,Now,Furnished,Males or females,Manchester (M13),None,None,['£425 pcm'],Luxury Double Bedroom with Ensuite,Double room,[425],425.0,M13
198,Now,Furnished,Males or females,Whalley Range (M16),None,None,"['£380 pcm', '£380 pcm', '£390 pcm']",Hotel Style Accommodation - Low Deposit,3 doubles,"[380, 380, 390]",383.3333333333333,M16
199,03 Dec 2018,Furnished,Female preferred,Manchester (M40),None,2 months,"['£80 pw', '£85 pw', '£70 pw', '£85 pw']",Double room in Monsall M40,Double room,"[320, 340, 280, 340]",320.0,M40
200,Now,Furnished,Males or females,Wythenshawe (M22),None,None,['£110 pw'],Deluxe Double Bedroom-Manchester Airport,Double room,[440],440.0,M22
201,03 Dec 2018,Furnished,Males or females,Radcliffe (M26),None,3 months,"['£380 pcm', '£380 pcm']","Double: M26 Radcliffe, nr Asda & easy to Tram/M60.",Single + double,"[380, 380]",380.0,M26
202,17 Jan 2019,Furnished,Males or females,Salford (M7),None,3 months,['£570 pcm'],1 Double Bedroom Including Ensuite,Double room,[570],570.0,M7
203,Now,Furnished,Males or females,West Didsbury (M20),None,5 months,"['£390 pcm', '£400 pcm']",Brilliant Rooms in West Didsbury-Affordable Prices,2 doubles,"[390, 400]",395.0,M20
204,Now,Furnished,Males or females,Old Trafford (M16),None,4 months,['£480 pcm'],Excellent Ensuite Room in Trafford :),Double room,[480],480.0,M16
205,04 Jan 2019,Furnished,Males or females,Irlams O' Th' Height (M6),None,3 months,['£400 pcm'],Double room to rent,Double room,[400],400.0,M6
206,Now,Furnished,Males or females,Stretford (M32),None,6 months,['£550 pcm'],Large En-suite room near Stretford Metrolink,Double room,[550],550.0,M32
207,Now,Furnished,Males or females,Victoria Park (M14),7 months,6 months,['£313 pcm'],Student Room to rent - perfect price!,Double room,[313],313.0,M14
208,Now,Furnished,Males or females,Salford (M5),None,12 months,"['£300 pcm', '£350 pcm', '£400 pcm']","Salford Quays, 3 Bed House, Double Rooms £300 Pcm",3 doubles,"[300, 350, 400]",350.0,M5
209,Now,Furnished,No info,Old Trafford (M16),None,12 months,['Potential Buddy Ups'],Vast 4 Bed Apartment Old Trafford Nr Salfordquays,3 bed flat,[],,M16
210,Now,Furnished,Males or females,Old Trafford (M16),None,12 months,"['£65 pw', '£90 pw', '£65 pw']",Superb student house Old Trafford nr Salford Quays,3 doubles,"[260, 360, 260]",293.3333333333333,M16
211,Now,Furnished,Males or females,Old Trafford (M16),None,12 months,['£65 pw'],"South Manchester,Old Trafford nr Salford Quays",Double room,[260],260.0,M16
212,Now,Furnished,Males or females,Stretford (M32),None,None,['£485 pcm'],All Incl Value - Mediacity/City Ctre/Traff Ctre,Single room,[485],485.0,M32
213,01 Jan 2019,Furnished,Males or females,Sharston (M22),None,3 months,['£600 pcm'],Ensuite Large Double Bedroom,Double room,[600],600.0,M22
214,15 Dec 2018,Furnished,Males or females,Failsworth (M35),None,6 months,"['£105 pw', '£105 pw']",Double ensuite. 15 minutes to central Manchester.,2 doubles,"[420, 420]",420.0,M35
215,Now,Furnished,Males or females,Salford (M6),None,6 months,['£390 pcm'],"Available 1 bedsit in Bolton Road, Salford M6",Double room,[390],390.0,M6
216,Now,Furnished,Males or females,Walkden (M28),None,None,"['£375 pcm', '£375 pcm']",Available ensuite rooms in a 4 Bed House share M28,2 doubles,"[375, 375]",375.0,M28
217,Now,Furnished,No info,Clifton (M27),None,6 months,['£550 pcm (whole property)'],"Available Studio Flat in Swinton, M27",Studio flat,[550],550.0,M27
218,Now,Furnished,Males or females,Salford (M6),None,6 months,['£400 pcm'],"Available double room in London St, M6",Double room,[400],400.0,M6
219,Now,Furnished,Males or females,Salford (M6),None,6 months,['£550 pcm'],"Available 1 en suites rooms, in Salford,  M6",Double room,[550],550.0,M6
220,17 Dec 2018,Furnished,Males or females,Swinton (M27),None,6 months,"['£560 pcm', '£600 pcm', '£560 pcm', '£500 pcm']",Brand New Professional Houseshare - Bills Included,4 doubles,"[560, 600, 560, 500]",555.0,M27
221,Now,Furnished,Males or females,Victoria Park (M14),11 months,9 months,"['£377 pcm', '£364 pcm']","Post Graduates invited, science based ideally.",2 doubles,"[377, 364]",370.5,M14
222,Now,Furnished,Males or females,Manchester City Centre (M4),None,None,['£850 pcm'],City living flat share  only short let 2-4months,Double room,[850],850.0,M4
223,Now,Furnished,Female preferred,Levenshulme (M19),None,None,"['£450 pcm', '£420 pcm', '£350 pcm']",Dr.Swammy Course Only  2 Min by  Walking,Double room,"[450, 420, 350]",406.6666666666667,M19
224,Now,Furnished,Males or females,Salford (M5),None,4 months,"['£775 pcm', '£795 pcm', '£795 pcm', '£775 pcm', '£775 pcm', '£650 pcm', '£775 pcm', '£775 pcm']","Style,size,value,position,transport links WOW!",2 doubles,"[775, 795, 795, 775, 775, 650, 775, 775]",764.375,M5
225,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£775 pcm', '£795 pcm', '£795 pcm', '£775 pcm', '£750 pcm', '£650 pcm', '£775 pcm', '£775 pcm']","Manchester/Media City ,Use an iPhone ?M5",2 doubles,"[775, 795, 795, 775, 750, 650, 775, 775]",761.25,M5
226,Now,Furnished,Males or females,Northenden (M22),None,None,"['£500 pcm', '£500 pcm', '£600 pcm']",Beautiful large double bedroom in cottage,3 doubles,"[500, 500, 600]",533.3333333333334,M22
227,Now,Furnished,Males or females,Radcliffe (M26),None,6 months,"['£450 pcm', '£400 pcm', '£400 pcm']",Professional House Share Bills Included,3 doubles,"[450, 400, 400]",416.6666666666667,M26
228,01 Feb 2019,Furnished,Males or females,Failsworth (M35),None,6 months,"['£100 pw', '£100 pw', '£125 pw', '£125 pw', '£125 pw']",Kershaw Road M35 9PU - Ensuite Studio *Bills Inc*,5 doubles,"[400, 400, 500, 500, 500]",460.0,M35
229,01 Dec 2018,Furnished,Males or females,Failsworth (M35),None,6 months,"['£100 pw', '£150 pw', '£100 pw', '£100 pw']",Failsworth Pole - En-Suite Studio,4 doubles,"[400, 600, 400, 400]",450.0,M35
230,03 Dec 2018,Furnished,Female preferred,Manchester (M40),None,2 months,"['£80 pw', '£85 pw', '£70 pw', '£85 pw']",Double room in Monsall M40,Double room,"[320, 340, 280, 340]",320.0,M40
231,Now,No info,Males or females,Manchester City Centre (M1),10 months,6 months,['£120 pw'],Manchester Student Village - Double Room £120 pw,Double room,[480],480.0,M1
232,Now,Furnished,Males or females,Fallowfield (M14),None,1 month,"['£395 pcm', '£345 pcm']",Short term let for single room inc bills & wifi,Single + double,"[395, 345]",370.0,M14
233,01 Jan 2019,No info,Female preferred,Fallowfield (M14),None,6 months,['£300 pcm'],Lovely bright room in Fallowfield,Double room,[300],300.0,M14
234,Now,Furnished,Males or females,Fallowfield (M14),None,8 months,"['£140 pw', '£140 pw', '£135 pw', '£140 pw', '£150 pw']",1 Luxurious Double Bedroom Available Immediately,5 doubles,"[560, 560, 540, 560, 600]",564.0,M14
235,Now,Furnished,Male preferred,Northenden (M22),None,None,['£120 pw'],One double room for rent,Double room,[480],480.0,M22
236,Now,Furnished,Males or females,Manchester (M11),None,4 months,['£310 pcm'],Double Room Good Transport/PodwÃJny PokÃJ,Double room,[310],310.0,M11
237,21 Dec 2018,No info,Males or females,Chorlton (M21),None,None,"['£340 pcm', '£340 pcm']",2 spare rooms in a beautiful Chorlton shared house,2 doubles,"[340, 340]",340.0,M21
238,Now,Furnished,Males or females,Swinton (M27),None,6 months,"['£440 pcm', '£495 pcm', '£430 pcm', '£500 pcm', '£395 pcm', '£495 pcm', '£470 pcm', '£450 pcm', '£495 pcm', '£525 pcm', '£450 pcm']",Huge Double Room from £450 Pcm  All Bills inc,Double room,"[440, 495, 430, 500, 395, 495, 470, 450, 495, 525, 450]",467.72727272727275,M27
239,Now,Furnished,Males or females,Salford (M7),None,3 months,"['£410 pcm', '£400 pcm', '£440 pcm', '£420 pcm', '£420 pcm']",Large Double - Just £410 + £420 Pm All Bills Inc,Double room,"[410, 400, 440, 420, 420]",418.0,M7
240,Now,Furnished,Males or females,Wythenshawe (M22),None,6 months,"['£400 pcm', '£400 pcm']",Fully renovated 3 Bed semi - close to the Airport,2 singles,"[400, 400]",400.0,M22
241,Now,Furnished,Males or females,Salford (M6),None,3 months,"['£85 pw', '£85 pw', '£85 pw']","Last Double Room Salford, Close to City-Bills Inc",Double room,"[340, 340, 340]",340.0,M6
242,01 Sep 2019,Furnished,No info,Salford (M6),None,12 months,"['£1,430 pcm (whole property)']",*** Available for Next Academic Year 2019/20***,3 bed house,[1430],1430.0,M6
243,Now,Furnished,Males or females,Whalley Range (M16),None,6 months,['£475 pcm'],**** Professional Double Room ****,Double room,[475],475.0,M16
244,Now,Furnished,Males or females,Eccles (M30),None,None,"['£135 pw', '£135 pw', '£150 pw', '£150 pw']",Ensuite Room. Eccles. NO DEPOSIT. All Bills Inc.,Double room,"[540, 540, 600, 600]",570.0,M30
245,Now,Furnished,Males or females,Worsley (M28),None,None,"['£155 pw', '£155 pw', '£155 pw', '£150 pw']",Worsley Studio Rooms,2 doubles,"[620, 620, 620, 600]",615.0,M28
246,Now,Furnished,Males or females,Salford (M28),None,1 month,"['£145 pw', '£155 pw', '£150 pw', '£165 pw']",New Studios Clifton. No Deposit. Bills Included.,2 doubles,"[580, 620, 600, 660]",615.0,M28
247,Now,Furnished,Males or females,Levenshulme (M13),None,3 months,"['£360 pcm', '£380 pcm']",Below Market Price! Awesome value! GREAT Location,2 doubles,"[360, 380]",370.0,M13
248,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£420 pcm', '£420 pcm', '£420 pcm', '£400 pcm', '£420 pcm', '£500 pcm']",Double rooms for professionals  £420 -£ 500,3 doubles,"[420, 420, 420, 400, 420, 500]",430.0,M5
249,Now,Furnished,Males or females,Manchester (M8),None,3 months,['£400 pcm'],Clean Welcoming house share in Cheethamhill,Double room,[400],400.0,M8
250,Now,Furnished,Female preferred,Manchester (M1),9 months,6 months,['£115 pw'],Double    Bedroom,Double room,[460],460.0,M1
251,Now,Furnished,Males or females,Rusholme (M14),None,None,"['£420 pcm', '£420 pcm', '£420 pcm', '£400 pcm', '£430 pcm', '£420 pcm']",âï¸£0 Fee All Bills Inc  GW,5 doubles,"[420, 420, 420, 400, 430, 420]",418.3333333333333,M14
252,Now,Furnished,Males or females,Salford (M5),None,3 months,['£85 pw'],Room to let M5 Eccles,Double room,[340],340.0,M5
253,Now,Furnished,Males or females,Higher Broughton (M7),None,6 months,['£80 pw'],Good Standard Double Room To Rent In M7,Double room,[320],320.0,M7
254,01 Dec 2018,Furnished,No info,Victoria Park (M14),None,None,['£180 pw (whole property)'],Superb refurbished one-bed flat in Victoria Park,1 bed flat,[720],720.0,M14
255,Now,Furnished,Males or females,Little Hulton (M38),None,3 months,"['£89 pw', '£89 pw', '£99 pw', '£89 pw', '£99 pw']",Bills Included NO Deposit Ensuite Rooms,2 doubles,"[356, 356, 396, 356, 396]",372.0,M38
256,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£90 pw', '£85 pw']",FF DOUBLE room- All bills inc. Free Admin - Eccles,Double room,"[360, 340]",350.0,M30
257,08 Jan 2019,Furnished,Female preferred,Fallowfield (M14),6 months,None,"['£450 pcm', '£120 pw']",Looking for 2 girls to fill 2 rooms in 3 bed flat,2 doubles,"[450, 480]",465.0,M14
258,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£445 pcm', '£435 pcm', '£420 pcm', '£400 pcm']",First months rent half price all bills included,2 doubles,"[445, 435, 420, 400]",425.0,M30
259,Now,Furnished,Males or females,Salford (M6),None,6 months,['£495 pcm'],Immaculate En Suite room to rent now,Double room,[495],495.0,M6
260,Now,Furnished,Males or females,Eccles (M30),None,6 months,['£350 pcm'],Double ensuite room available now,Double room,[350],350.0,M30
261,21 Dec 2018,Furnished,Female preferred,East Didsbury (M20),None,6 months,"['£460 pcm', '£460 pcm']","Two double rooms, friendly all girl houseshare",2 doubles,"[460, 460]",460.0,M20
262,Now,Part Furnished,No info,Longsight (M12),None,6 months,['Potential Buddy Ups'],Houseshare for 2-3 professionals/students/couple,4 bed house,[],,M12
263,Now,Furnished,Female preferred,West Didsbury (M20),None,6 months,['£475 pcm'],"Sociable W'Dids flat, large double room for female",Double room,[475],475.0,M20
264,01 Dec 2018,Furnished,Male preferred,Didsbury (M20),None,6 months,['£450 pcm'],Double room in 4 bed Didsbury duplex,Double room,[450],450.0,M20
265,03 Jan 2019,Furnished,Female preferred,West Didsbury (M20),None,6 months,['£500 pcm'],En suite bedroom in sociable West Dids house,Double room,[500],500.0,M20
266,03 Jan 2019,Furnished,Male preferred,West Didsbury (M20),None,6 months,['£475 pcm'],Double bedroom on Burton Road,Double room,[475],475.0,M20
267,04 Dec 2018,Furnished,Males or females,East Didsbury (M20),None,6 months,"['£475 pcm', '£475 pcm']",Homely and friendly houseshare in Didsbury!,Double room,"[475, 475]",475.0,M20
268,03 Jan 2019,Furnished,Males or females,Withington (M20),None,6 months,['£425 pcm'],NO DEPOSIT! Double room in 4 bed house share,Double room,[425],425.0,M20
269,03 Jan 2019,Furnished,Male preferred,Withington (M20),None,6 months,['£425 pcm'],Double room in 4 bed flat Withington High Street,Double room,[425],425.0,M20
270,03 Jan 2019,Furnished,Female preferred,Withington (M20),None,6 months,['£425 pcm'],Withington high street duplex,Double room,[425],425.0,M20
271,01 Dec 2018,Furnished,Female preferred,Chorlton (M21),None,6 months,"['£450 pcm', '£450 pcm', '£475 pcm', '£500 pcm']",Half price rent in December! Chorlton house share,2 doubles,"[450, 450, 475, 500]",468.75,M21
272,Now,No info,Males or females,Chorlton (M21),None,1 month,"['£130 pw', '£130 pw']",Wilbraham Rd-2 Rooms To Let-All Bills Inc + Wi-Fi,2 doubles,"[520, 520]",520.0,M21
273,Now,Furnished,Males or females,Stretford (M32),None,None,['£110 pw'],En-suite Room To Let All Bills inc + Wi-Fi - M32,Single room,[440],440.0,M32
274,Now,Furnished,Males or females,Rusholme (M14),None,None,['£90 pw'],Room To Let off Wilmslow Rd - All Bills Inc+wi-fi,Double room,[360],360.0,M14
275,02 Jan 2019,Furnished,Males or females,Withington (M20),None,None,['£110 pw'],Short Term Let M20 in Beautiful Victorian house,Double room,[440],440.0,M20
276,Now,Furnished,Males or females,Fallowfield (M14),None,6 months,['£550 pcm'],Large  Ensuite Dbl Room in Fallowfield,Double room,[550],550.0,M14
277,16 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,None,"['£420 pcm', '£450 pcm', '£420 pcm', '£380 pcm']",£0 Zero Fee  Fallowfield All Bills Included,Single + double,"[420, 450, 420, 380]",417.5,M14
278,Now,Furnished,Female preferred,Manchester (M19),None,6 months,"['£395 pcm', '£375 pcm']",Spacious  2 Double Rooms in Basement Flat.,2 doubles,"[395, 375]",385.0,M19
279,Now,Furnished,Males or females,Chorlton (M21),None,6 months,['£500 pcm'],Ground floor front studio flat,Double room,[500],500.0,M21
280,Now,Furnished,No info,Swinton (M27),None,12 months,['£500 pcm (whole property)'],One bed apartment at only £500pcm!,1 bed flat,[500],500.0,M27
281,17 Dec 2018,Furnished,Males or females,Swinton (M27),None,6 months,"['£560 pcm', '£600 pcm', '£560 pcm', '£500 pcm']",Brand New Professional Houseshare - Bills Included,4 doubles,"[560, 600, 560, 500]",555.0,M27
282,05 Dec 2018,Furnished,Males or females,Swinton (M27),None,6 months,"['£500 pcm', '£500 pcm', '£560 pcm', '£400 pcm', '£495 pcm']",Luxury Professional houseshare - Bills Included,Single room,"[500, 500, 560, 400, 495]",491.0,M27
283,Now,Furnished,Males or females,Eccles (M30),None,3 months,['£115 pw'],"Stunning En-suite Bedroom, Eccles",Double room,[460],460.0,M30
284,Now,Furnished,Males or females,Manchester City Centre (M4),None,3 months,['£650 pcm'],Cosy Dbl Bedroom+Massive Storage space/City Centre,Double room,[650],650.0,M4
285,Now,Furnished,Males or females,Salford (M7),12 months,6 months,['£420 pcm'],Modern Room In Salford,Double room,[420],420.0,M7
286,Now,Furnished,Males or females,Salford (M6),12 months,6 months,"['£395 pcm', '£425 pcm']",Spacious rooms available in HMO in Salford,2 doubles,"[395, 425]",410.0,M6
287,01 Dec 2018,Furnished,Males or females,Salford (M6),12 months,6 months,['£425 pcm'],Large Bedroom in Salford,Double room,[425],425.0,M6
288,Now,No info,Males or females,Manchester City Centre (M1),12 months,6 months,['£695 pcm'],Modern Room In The Heart Of The City,Double room,[695],695.0,M1
289,Now,Furnished,Male preferred,Blackley (M9),None,None,['£550 pcm'],Furnished room available,Double room,[550],550.0,M9
290,Now,Furnished,Males or females,Sale (M33),None,6 months,['£425 pcm'],Good sized Double Central Sale,Double room,[425],425.0,M33
291,Now,Furnished,Males or females,Withington (M20),None,None,['£450 pcm'],New Large Room close to Christie,Double room,[450],450.0,M20
292,13 Jan 2019,Furnished,Male preferred,Manchester City Centre (M4),None,6 months,['£825 pcm'],Room for rent - Royal Mills Ancoats,Double room,[825],825.0,M4
293,Now,Furnished,Males or females,Salford (M5),None,2 months,"['£375 pcm', '£375 pcm', '£325 pcm', '£325 pcm', '£300 pcm']","Near Salford Quays, Salford Uni and Royal Hospital",2 singles + double,"[375, 375, 325, 325, 300]",340.0,M5
294,23 Dec 2018,Furnished,Males or females,West Didsbury (M20),6 months,None,['£500 pcm'],Double Room West Didsbury  £500  Term,Double room,[500],500.0,M20
295,Now,Furnished,Males or females,Manchester (M12),None,None,"['£70 pw', '£70 pw']",Double Rooms in Longsight (Plab),2 doubles,"[280, 280]",280.0,M12
296,01 Jan 2019,Furnished,Males or females,Salford (M5),None,6 months,"['£570 pcm', '£560 pcm', '£570 pcm', '£570 pcm', '£510 pcm', '£540 pcm', '£540 pcm', '£540 pcm', '£510 pcm', '£530 pcm', '£570 pcm']","Unique - Modern - Social ""Friends"" Style Home",Double room,"[570, 560, 570, 570, 510, 540, 540, 540, 510, 530, 570]",546.3636363636364,M5
297,08 Dec 2018,Furnished,Males or females,Salford (M6),None,6 months,"['£550 pcm', '£560 pcm', '£570 pcm', '£530 pcm', '£560 pcm', '£530 pcm', '£510 pcm', '£560 pcm', '£560 pcm', '£540 pcm', '£550 pcm']","Unique, Modern Home Looking for Someone Like You",Double room,"[550, 560, 570, 530, 560, 530, 510, 560, 560, 540, 550]",547.2727272727273,M6
298,Now,No info,Males or females,Chorlton-cum-Hardy (M21),None,None,['£388 pcm'],Double Room in Chorlton,Double room,[388],388.0,M21
299,Now,Furnished,Males or females,Salford (M7),None,6 months,['£440 pcm'],Lge furnished dble room friendly prof share,Double room,[440],440.0,M7
300,Now,Furnished,Males or females,Manchester City Centre (M1),6 months,6 months,['£133 pw'],Spacious&Lovely Room-Student Flat-Rent paid Jan18,Double room,[532],532.0,M1
301,Now,Furnished,Males or females,Audenshaw (M34),None,2 months,"['£500 pcm', '£500 pcm']",2 Large Double Bedroom Available Now For Rent,Double room,"[500, 500]",500.0,M34
302,Now,Furnished,Males or females,Hulme (M15),None,6 months,"['£107 pw', '£105 pw', '£95 pw', '£112 pw']",Walking Distance to Uni & City Centre,Double room,"[428, 420, 380, 448]",419.0,M15
303,Now,Furnished,Males or females,Hulme (M15),None,6 months,"['£120 pw', '£115 pw', '£120 pw', '£130 pw']",Newly renovated..Short walk to the City and Uni,Double room,"[480, 460, 480, 520]",485.0,M15
