,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
947,01 Jan 2019,Furnished,Male preferred,St Georges (M15),None,12 months,['£430 pcm'],Double room for rent in a cool 5th floor apartment,Double room,[430],430.0,M15
948,Now,Furnished,Males or females,Wythenshawe (M22),None,3 months,"['£440 pcm', '£415 pcm', '£440 pcm', '£360 pcm']",Professional House Share all bills included.,Double room,"[440, 415, 440, 360]",413.75,M22
949,03 Dec 2018,Furnished,Female preferred,Old Trafford (M16),None,None,"['£280 pcm', '£340 pcm']",Lovely Room in clean + happy home,Double room,"[280, 340]",310.0,M16
950,Now,Furnished,Males or females,Salford (M5),None,None,['£420 pcm'],Double room - £420 - Close to city centre,Double room,[420],420.0,M5
951,Now,Furnished,Males or females,Middleton (M24),None,3 months,"['£163 pw', '£150 pw']",Fully Furnished 2 double bedrooms with 2 bathrooms,Double room,"[652, 600]",626.0,M24
952,07 Jan 2019,Furnished,Female preferred,Manchester (M12),None,3 months,['£100 pw'],Double room in Friendly Professional House,Double room,[400],400.0,M12
953,02 Dec 2018,Furnished,Males or females,Chorlton (M21),None,6 months,['£99 pw'],Large Double Room in Chorlton.,Double room,[396],396.0,M21
954,Now,Furnished,Males or females,Old Trafford (M16),3 months,12 months,['£500 pcm'],Double Bed Room,Double room,[500],500.0,M16
955,Now,Furnished,Males or females,Astley (M29),None,6 months,['£500 pcm'],Brand New Home,Double room,[500],500.0,M29
956,01 Dec 2018,Furnished,Female preferred,Salford (M5),None,6 months,['£560 pcm'],Double room in lovely Salford Quays apt  - female,Double room,[560],560.0,M5
957,14 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,None,['£220 pcm'],Flatmate  Wanted December - September,Double room,[220],220.0,M14
958,05 Dec 2018,Furnished,Female preferred,St Georges (M15),None,3 months,['£500 pcm'],£450 + Mon - Fri Castlefield  Double En Suite,Double room,[500],500.0,M15
959,Now,No info,Males or females,Firswood (M16),None,None,['£395 pcm'],Spacious Double Room to Rent (Ground floor),Double room,[395],395.0,M16
960,28 Dec 2018,Furnished,Female preferred,Manchester City Centre (M3),None,6 months,['£720 pcm'],Beautiful double room in Greengate Apartments,Double room,[720],720.0,M3
961,Now,No info,Males or females,Manchester City Centre (M1),None,8 months,['£167 pw'],Premium range 2 en-suite Student accommodation i,Single room,[668],668.0,M1
962,Now,Furnished,Female preferred,Sale (M33),None,None,['£400 pcm'],"House share in large, friendly house in Sale",Single room,[400],400.0,M33
963,Now,Furnished,Males or females,Northern Moor (M23),None,None,['£95 pw'],Cosy single room. Ideal for airport staff,Single room,[380],380.0,M23
964,Now,Furnished,Female preferred,Prestwich (M25),None,4 months,['£90 pw'],Double room in shared house-prestwich,Double room,[360],360.0,M25
965,Now,Furnished,Males or females,East Didsbury (M20),7 months,None,['£600 pcm'],House share available in East Didsbury,Double room,[600],600.0,M20
966,Now,Furnished,Males or females,Irlam (M44),None,6 months,"['£400 pcm', '£400 pcm']",Brand new refurbished  house en suite double beds,2 doubles,"[400, 400]",400.0,M44
967,Now,Furnished,Males or females,Newton Heath (M40),None,3 months,"['£350 pcm', '£275 pcm']",Fully furnished Single and Double Room available,Single + double,"[350, 275]",312.5,M40
968,Now,Furnished,Males or females,Partington (M31),None,None,['£500 pcm'],We are a married couple 55 and 59 years old .,Double room,[500],500.0,M31
969,20 Mar 2019,Furnished,Female preferred,Manchester (M13),None,4 months,['£131 pw'],March 2019 -  Ensuite Double Room Female Flat,Double room,[524],524.0,M13
970,Now,Furnished,Males or females,Moston (M40),None,None,['£500 pcm'],One Double Bedroom For Rent,Double room,[500],500.0,M40
971,Now,Furnished,Males or females,Urmston (M41),None,3 months,"['£385 pcm', '£390 pcm', '£395 pcm', '£350 pcm']",Room in a shared house near Urmston Town Centre,Double room,"[385, 390, 395, 350]",380.0,M41
972,20 Dec 2018,Furnished,Males or females,Fallowfield (M14),6 months,6 months,['£494 pcm'],Double Room for rent,Double room,[494],494.0,M14
973,Now,Furnished,Males or females,Benchill (M22),None,1 month,['£80 pw'],Double bedroom,Double room,[320],320.0,M22
974,09 Dec 2018,Furnished,Female preferred,Salford (M5),None,1 month,['£420 pcm'],Double room available (Females),Double room,[420],420.0,M5
975,Now,Furnished,Males or females,West Didsbury (M20),None,1 month,['£350 pcm'],Single room to let in quiet gay-friendly house,Single room,[350],350.0,M20
976,Now,Furnished,Males or females,Fallowfield (M14),7 months,None,['£411 pcm'],"Lovely room to rent in Fallowfield, Manchester",Double room,[411],411.0,M14
977,Now,Furnished,Males or females,Withington (M20),None,3 months,['£650 pcm'],Large double en-suite bedroom in M20,Double room,[650],650.0,M20
978,Now,Furnished,Males or females,Wythenshawe (M22),None,None,['£400 pcm'],Ensuit room available in M22,Single room,[400],400.0,M22
979,Now,Furnished,Males or females,Fallowfield (M14),7 months,7 months,['£116 pw'],Room in student house to rent ASAP,Double room,[464],464.0,M14
980,23 Dec 2018,Furnished,Female preferred,St Georges (M15),None,3 months,"['£650 pcm', '£650 pcm']",2 bed apartment to let,2 doubles,"[650, 650]",650.0,M15
981,01 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,None,['£541 pcm'],Double room in a house share in  Fallowfield,Double room,[541],541.0,M14
982,Now,Furnished,Males or females,Manchester City Centre (M3),None,4 months,['£790 pcm'],Double room | 38th floor Beetham Tower,Double room,[790],790.0,M3
983,06 Jan 2019,No info,Males or females,Hulme (M15),None,None,['£575 pcm'],1 Double Bedroom Flat To Let Out.,Double room,[575],575.0,M15
984,08 Dec 2018,Furnished,Males or females,Old Trafford (M16),None,3 months,['£370 pcm'],Double Room In a Cosy House,Double room,[370],370.0,M16
985,19 Dec 2018,Furnished,Males or females,Rusholme (M14),None,None,['£111 pw'],High quality double room Bills Included Rusholme,Double room,[444],444.0,M14
986,13 Jan 2019,Part Furnished,No info,Levenshulme (M19),None,6 months,['£680 pcm (whole property)'],2 bed terraced hourse to rent,2 bed house,[680],680.0,M19
987,01 Dec 2018,Furnished,Female preferred,Fallowfield (M14),None,6 months,['£480 pcm'],Lovely tidy house looking for new female housemate,Double room,[480],480.0,M14
988,Now,Furnished,Males or females,Baguley (M23),None,6 months,['£450 pcm'],"Spacious, cosy double room- local transport links",Double room,[450],450.0,M23
989,Now,Furnished,Males or females,Ardwick (M13),None,6 months,['£300 pcm'],"Close to Uni, Single room available",Single room,[300],300.0,M13
990,Now,Furnished,Males or females,Eccles (M30),None,3 months,['£450 pcm'],Large Furnished Double room.  Monton,Double room,[450],450.0,M30
991,Now,Furnished,Males or females,Salford (M6),None,None,['£500 pcm'],Room for rent in gorgeous Salford house.,Double room,[500],500.0,M6
992,07 Jan 2019,Furnished,Female preferred,Hulme (M15),None,1 month,['£650 pcm'],Lovely Double Room in clean modern Townhouse,Double room,[650],650.0,M15
993,Now,Furnished,Female preferred,Manchester (M8),None,None,['£350 pcm'],Single room to let - Avaliable immediately,Single room,[350],350.0,M8
994,10 Jan 2019,No info,Males or females,Manchester City Centre (M1),None,None,['£425 pcm'],1 bedroom available in fantastic city centre flat,Double room,[425],425.0,M1
995,01 Dec 2018,Furnished,Males or females,Manchester (M1),None,None,"['£1,068 pcm']",Miss Badriya,Double room,[1068],1068.0,M1
996,Now,Furnished,Males or females,Blackley (M9),None,None,"['£80 pw', '£80 pw']",2 double rooms for rent.Blackley Area,2 doubles,"[320, 320]",320.0,M9
997,Now,Furnished,Female preferred,Fallowfield (M14),None,4 months,['£450 pcm'],Double Room to rent in homely house x,Double room,[450],450.0,M14
998,Now,Furnished,Males or females,Ardwick (M13),None,9 months,['£280 pcm'],"Single room, close to universities and station.",Single room,[280],280.0,M13
999,Now,Furnished,Males or females,Hulme (M15),8 months,None,['£375 pcm'],Double bedroom room - Hulme,Double room,[375],375.0,M15
1000,Now,Furnished,Males or females,Manchester City Centre (M4),None,None,['£500 pcm'],Amazing central double bedroom in NQ!,Double room,[500],500.0,M4
1001,Now,No info,Males or females,Manchester (M60),10 months,9 months,['£168 pw'],Lambert and Fairfield House,Single room,[672],672.0,M60
1002,Now,Furnished,Female preferred,Burnage (M19),None,None,['£450 pcm'],Female preferred- Newly decorated big room,Single room,[450],450.0,M19
1003,Now,Furnished,Males or females,Manchester (M14),8 months,8 months,['£303 pcm'],Student Only Dble Room Rushulme £75Ppw,Double room,[303],303.0,M14
1004,Now,No info,Males or females,Droylsden (M43),None,6 months,"['£500 pcm', '£500 pcm', '£500 pcm', '£500 pcm', '£500 pcm', '£475 pcm']",***House Share - All Bills Included Plus Wifi***,6 doubles,"[500, 500, 500, 500, 500, 475]",495.8333333333333,M43
1005,14 Jan 2019,Furnished,Males or females,Fallowfield (M14),None,None,['£600 pcm'],Double in Friendly Fallowfield Flat! NO DEPOSIT,Double room,[600],600.0,M14
1006,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£450 pcm', '£450 pcm', '£450 pcm', '£450 pcm', '£450 pcm']",*Brand New* Large Double Rooms! Cmk Just £450 Pm,5 doubles,"[450, 450, 450, 450, 450]",450.0,M30
1007,Now,No info,Males or females,Rusholme (M14),None,None,['£140 pw'],Oxney House and Gardens Flat,Double room,[560],560.0,M14
1008,Now,Furnished,Female preferred,Salford (M5),None,2 months,['£500 pcm'],Lovely Double Room,Double room,[500],500.0,M5
1009,Now,Furnished,Males or females,Middleton (M24),None,3 months,['£300 pcm'],Double room in house share,Double room,[300],300.0,M24
1010,Now,Furnished,Males or females,Manchester (M19),None,6 months,"['£75 pw', '£85 pw', '£85 pw', '£85 pw']",Large Double Room Manchester(Burnage/ Didsbury),Single + double,"[300, 340, 340, 340]",330.0,M19
1011,Now,Furnished,Female preferred,Fallowfield (M14),12 months,6 months,"['£110 pw', '£100 pw']",1 double room and 1 single room to rent,Single + double,"[440, 400]",420.0,M14
1012,Now,Furnished,Males or females,Manchester (M18),None,6 months,"['£699 pcm', '£699 pcm']",2 bed Ground Flat Manchester (all bills inc),2 doubles,"[699, 699]",699.0,M18
1013,Now,Furnished,Males or females,Longsight (M12),None,6 months,"['£395 pcm', '£350 pcm', '£395 pcm']",Spacious Double Rooms in comfortable house,2 doubles,"[395, 350, 395]",380.0,M12
1014,Now,Furnished,Males or females,Salford (M5),None,None,['£550 pcm'],En-Suite Double Room near City Centre (Bills Inc.),Double room,[550],550.0,M5
1015,Now,Furnished,Males or females,Rusholme (M14),None,3 months,['£300 pcm'],Two Double Rooms to Available,Double room,[300],300.0,M14
1016,06 Jan 2019,Furnished,Males or females,Manchester City Centre (M3),2 months,1 month,['£630 pcm'],"Super Friendly, Clean and Quiet Apartment!",Double room,[630],630.0,M3
1017,21 Jan 2019,No info,Males or females,Ancoats (M4),None,12 months,"['£502 pcm', '£502 pcm']",2 Bed Flat to rent in Manchester,2 doubles,"[502, 502]",502.0,M4
1018,Now,Furnished,Female preferred,Manchester City Centre (M1),None,6 months,['£550 pcm'],Spacious Triplex Apartment in City Centre,Double room,[550],550.0,M1
1019,15 Dec 2018,Furnished,Female preferred,Castlefield (M3),None,3 months,['£500 pcm'],2 bedroom flat to rent in Deansgate,Double room,[500],500.0,M3
1020,Now,Furnished,Males or females,Manchester City Centre (M4),8 months,None,['£136 pw'],Lovely double room in a 4 bedroom flat,Double room,[544],544.0,M4
1021,02 Jan 2019,Furnished,Males or females,Denton (M34),None,1 month,['£400 pcm'],Double room available,Double room,[400],400.0,M34
1022,Now,Furnished,Males or females,Rusholme (M14),None,7 months,['£333 pcm'],Room to Rent in Student Home from Dec/Jan to June,Double room,[333],333.0,M14
