,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
435,Now,Furnished,Male preferred,Waterloo (L22),None,6 months,['£70 pw'],"Modern Studio, Own Kitchen, Close to Train Station",Double room,[280],280.0,L22
436,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw']",Large double bedrooms in 7 Bedroom house share,5 doubles,"[300, 300, 300, 300, 300, 300, 300]",300.0,L6
437,01 Dec 2018,Furnished,Males or females,Aigburth (L17),None,None,['£375 pcm'],Amazing Aigburth Home from Home,Double room,[375],375.0,L17
438,Now,Furnished,No info,Liverpool (L7),None,6 months,['Potential Buddy Ups'],Price Drop from £95 to £80 per Week,6 bed house,[],,L7
439,Now,No info,Males or females,Liverpool (L3),None,None,"['£675 pcm', '£1 pcm']",2 Bed Flat In Alexandra Court To Rent,2 doubles,"[675, 1]",338.0,L3
440,Now,Furnished,Males or females,Liverpool City Centre (L7),None,3 months,['£304 pcm'],Kensington Fields Houseshare £70pw all bills inc,Double room,[304],304.0,L7
441,Now,Furnished,Males or females,Ormskirk (L39),None,None,['£110 pw'],Double furnished room,Double room,[440],440.0,L39
442,Now,Furnished,Males or females,Liverpool (L15),None,None,['£280 pcm'],Single Room in Wavertree,Single room,[280],280.0,L15
443,Now,Furnished,Male preferred,Liverpool (L8),None,3 months,['£350 pcm'],"Double room close to city centre, unis, docks",Double room,[350],350.0,L8
444,Now,Furnished,Males or females,Liverpool City Centre (L3),8 months,None,['£145 pw'],Tenancy Takeover - Student Accommodation,Double room,[580],580.0,L3
445,Now,Furnished,Males or females,Liverpool (L7),7 months,5 months,['£85 pw'],Smithdown Student Room £85/week,Double room,[340],340.0,L7
446,Now,Furnished,Male preferred,Liverpool (L7),None,1 month,"['£385 pcm', '£410 pcm']",Spacious Double Bedroom in New Build House,Double room,"[385, 410]",397.5,L7
447,01 Dec 2018,Furnished,Males or females,Liverpool (L18),None,None,['£320 pcm'],Double room  in Allerton,Double room,[320],320.0,L18
448,Now,Furnished,Female preferred,Liverpool (L8),10 months,9 months,['£365 pcm'],Gorgeous female flat near Sefton Park,Single room,[365],365.0,L8
449,Now,Furnished,Males or females,Liverpool (L5),None,None,['£300 pcm'],Room to rent in friendly house,Double room,[300],300.0,L5
450,Now,Furnished,Males or females,Liverpool City Centre (L3),None,3 months,['£550 pcm'],"Double bedroom, in Liverpool City Centre (L3)",Double room,[550],550.0,L3
451,Now,Furnished,Female preferred,Liverpool City Centre (L3),None,6 months,['£500 pcm'],City centre brand spanking new apartment,Double room,[500],500.0,L3
452,Now,Furnished,Males or females,Liverpool City Centre (L7),None,2 months,['£450 pcm'],Lovely New Room Kensington Fields L7 8Rw,Double room,[450],450.0,L7
453,01 Jan 2019,Furnished,Female preferred,Liverpool (L7),8 months,5 months,['£92 pw'],Room on Offer in Kensington Fields House,Double room,[368],368.0,L7
454,Now,Furnished,Males or females,Bickerstaffe (L39),None,1 month,['£100 pw'],"Sunny room with rural views, close to Ormskirk",Double room,[400],400.0,L39
455,Now,Furnished,Males or females,Liverpool (L6),24 months,None,"['£90 pw', '£90 pw']",Post Grad Student Room in Quiet Liverpool House,2 doubles,"[360, 360]",360.0,L6
456,Now,Unfurnished,No info,Mossley Hill (L18),None,6 months,['£625 pcm (whole property)'],Superb Two Bed Apartment & Parking,2 bed flat,[625],625.0,L18
457,Now,Furnished,Males or females,Liverpool (L8),None,1 month,"['£70 pw', '£80 pw']",Furnished single and double rooms available,Single + double,"[280, 320]",300.0,L8
458,Now,Furnished,Males or females,Liverpool City Centre (L3),None,3 months,['£85 pw'],1 Bedroom to rent in house Liverpool City Centre,Double room,[340],340.0,L3
459,Now,Furnished,Males or females,Liverpool (L6),10 months,None,['£330 pcm'],"Mins Walk to Shops, 5 Mins Drive City Centre",Double room,[330],330.0,L6
460,Now,No info,Males or females,Netherton (L30),None,None,"['£450 pcm', '£450 pcm']",Double Bedroom With En-suite,2 doubles,"[450, 450]",450.0,L30
461,Now,No info,Males or females,Garston (L19),None,None,['£350 pcm'],Friendly House Bills Included,Double room,[350],350.0,L19
462,Now,Furnished,Males or females,Liverpool (L7),12 months,2 months,"['£65 pw', '£65 pw', '£65 pw', '£65 pw', '£65 pw']",Student Rooms Available 10 Mins Walk from Uni -,5 singles,"[260, 260, 260, 260, 260]",260.0,L7
463,Now,Furnished,Males or females,Liverpool (L4),None,1 month,['£100 pw'],Double Loft Room Furnished. Home From Home,Double room,[400],400.0,L4
464,16 Dec 2018,Furnished,Males or females,Liverpool City Centre (L3),7 months,None,['£98 pw'],Liverpool city center premium single room,Single room,[392],392.0,L3
465,Now,Furnished,Males or females,Liverpool (L8),None,6 months,"['£300 pcm', '£300 pcm', '£320 pcm']","3 rooms available in shared house, all bills",3 doubles,"[300, 300, 320]",306.6666666666667,L8
466,Now,Unfurnished,No info,Aigburth (L17),None,6 months,['£600 pcm (whole property)'],Refurbished Penthouse close to Lark Ln/Sefton Park,2 bed flat,[600],600.0,L17
467,Now,Furnished,Males or females,Liverpool (L3),None,3 months,['£350 pcm'],"Bianca House, City Centre, Shared Property",Single room,[350],350.0,L3
468,04 Dec 2018,No info,Males or females,Liverpool City Centre (L1),None,None,['£335 pcm'],Double Room In City Centre,Double room,[335],335.0,L1
469,Now,Furnished,Males or females,Aughton (L39),12 months,7 months,"['£520 pcm', '£450 pcm']",Two rooms in quiet house,2 doubles,"[520, 450]",485.0,L39
470,Now,Furnished,Males or females,Walton (L9),None,None,['£350 pcm'],Double Room to Rent,Double room,[350],350.0,L9
471,27 Dec 2018,Furnished,Males or females,Aigburth (L17),None,None,['£320 pcm'],Friendly flatshare in Aigburth,Double room,[320],320.0,L17
472,Now,Furnished,Males or females,Liverpool City Centre (L7),None,None,['£100 pw'],Luxury room in Fairfield,Double room,[400],400.0,L7
473,Now,Furnished,Males or females,Woolton (L25),None,3 months,['£380 pcm'],Double room to let in shared house in Woolton,Double room,[380],380.0,L25
474,Now,Furnished,Female preferred,Liverpool (L11),None,6 months,['£400 pcm'],Double room in  house.,Double room,[400],400.0,L11
475,16 Dec 2018,Furnished,Males or females,Liverpool City Centre (L8),None,None,['£82 pw'],Double room next to City Centre,Double room,[328],328.0,L8
476,14 Dec 2018,Furnished,Males or females,Liverpool City Centre (L6),None,1 month,"['£295 pcm', '£295 pcm']",Student accommodation,2 doubles,"[295, 295]",295.0,L6
477,Now,Furnished,Males or females,Liverpool City Centre (L8),None,None,['£350 pcm'],Room to rent  in Baltic Area,Double room,[350],350.0,L8
478,Now,Furnished,Males or females,Liverpool City Centre (L8),None,3 months,"['£420 pcm', '£425 pcm']",2X Short/Long Let Bedrms. Nr City Centre/Jm Uni L8,2 doubles,"[420, 425]",422.5,L8
479,Now,Furnished,Males or females,Ormskirk (L39),None,6 months,"['£100 pw', '£80 pw']",Double  and single rooms available,Single + double,"[400, 320]",360.0,L39
480,Now,Furnished,Males or females,Grassendale (L19),None,None,"['£90 pw', '£90 pw']",Furnished single room,2 singles,"[360, 360]",360.0,L19
481,01 Dec 2018,No info,Female preferred,Liverpool City Centre (L3),8 months,7 months,['£100 pw'],Urgent Student Accommodation takeover,Double room,[400],400.0,L3
482,Now,Furnished,Males or females,Walton (L9),None,6 months,"['£90 pw', '£80 pw', '£85 pw', '£80 pw', '£75 pw']","Newly refurbished, ideal for working professionals",Single + double,"[360, 320, 340, 320, 300]",328.0,L9
483,Now,Furnished,Female preferred,Allerton (L18),12 months,1 month,['£85 pw'],Lovely Room in Family Home,Single room,[340],340.0,L18
484,Now,Furnished,Males or females,Ormskirk (L39),None,None,['£100 pw'],Room in lovely house very close to town centre,Double room,[400],400.0,L39
485,Now,Furnished,Males or females,Liverpool (L6),8 months,6 months,"['£320 pcm', '£350 pcm']","Double rooms in quiet, clean house share. All inc.",2 doubles,"[320, 350]",335.0,L6
486,Now,Furnished,Males or females,Liverpool (L7),None,3 months,"['£55 pw', '£55 pw', '£55 pw', '£55 pw']",4 Bedroom Property To Let,4 singles,"[220, 220, 220, 220]",220.0,L7
487,01 Apr 2019,Furnished,Males or females,Liverpool City Centre (L3),4 months,3 months,['£106 pw'],Liverpool City Centre Double En-Suite Room,Double room,[424],424.0,L3
488,01 Jul 2019,Furnished,Males or females,Liverpool (L7),12 months,12 months,"['£85 pw', '£85 pw', '£85 pw']",Rooms,3 doubles,"[340, 340, 340]",340.0,L7
489,01 Mar 2019,Furnished,Males or females,Liverpool (L7),4 months,4 months,['£433 pcm'],Modern single room for rent! 2 friendly flatmates!,Single room,[433],433.0,L7
490,05 Dec 2018,Furnished,No info,Liverpool (L8),8 months,None,['£540 pcm (whole property)'],New Studio Flat Available,Studio flat,[540],540.0,L8
491,01 Aug 2019,Furnished,Males or females,Liverpool (L3),None,12 months,['£365 pcm'],Double Bedroom £365 a month 5 minute walk to LJMU,Double room,[365],365.0,L3
492,Now,Furnished,Males or females,Liverpool City Centre (L3),None,8 months,['£134 pw'],1 room in 6 bed flat to rent at The Lantern,Double room,[536],536.0,L3
493,Now,No info,Males or females,Liverpool City Centre (L3),8 months,8 months,['£134 pw'],Room with double bed to rent in a 6 bedroom flat,Double room,[536],536.0,L3
494,Now,No info,Males or females,Liverpool City Centre (L3),12 months,9 months,['£115 pw'],Ensuite room in a cluster available in Liverpool!,Double room,[460],460.0,L3
495,Now,Furnished,Males or females,Liverpool (L15),None,6 months,"['£350 pcm', '£350 pcm']",*Large Double Bed En-Suite Rooms to Let**,2 doubles,"[350, 350]",350.0,L15
496,Now,Furnished,Male preferred,Liverpool (L4),None,3 months,['£400 pcm'],Room for rent in Walton Liverpool,Double room,[400],400.0,L4
497,Now,Furnished,Males or females,Ormskirk (L39),None,6 months,['£80 pw'],"Student house 1 bedroom, Ormskirk, Move in ASAP",Single room,[320],320.0,L39
498,Now,Furnished,Males or females,Liverpool (L4),None,6 months,['£55 pw'],Nice Single Room with Patio Door,Single room,[220],220.0,L4
499,01 Dec 2018,Furnished,Female preferred,Bootle (L20),None,None,"['£300 pcm', '£275 pcm']",Furnished Double Rooms  In Large Girl's Apartment,2 doubles,"[300, 275]",287.5,L20
500,Now,Furnished,Males or females,Liverpool (L15),None,6 months,"['£60 pw', '£60 pw', '£60 pw', '£60 pw']",L15 Lawence rd  Wavertree L15,4 doubles,"[240, 240, 240, 240]",240.0,L15
501,01 Jan 2019,Furnished,Males or females,Liverpool City Centre (L7),None,3 months,['£450 pcm'],Large Double Bedroom in City Centre,Double room,[450],450.0,L7
502,Now,Furnished,Males or females,Whiston (L35),None,3 months,['£350 pcm'],Room within walking distance of Whiston Hospital,Double room,[350],350.0,L35
503,Now,Furnished,Males or females,Whiston (L35),None,3 months,['£450 pcm'],Prescot/Whiston (L35) Perfect for Whiston Hospital,Double room,[450],450.0,L35
504,Now,Furnished,Males or females,Liverpool (L6),None,3 months,['£75 pw'],Double room available immediately,Double room,[300],300.0,L6
505,14 Jan 2019,No info,Males or females,Liverpool City Centre (L3),None,None,['£366 pcm'],Central Location - Liverpool Lime Street,Double room,[366],366.0,L3
506,Now,No info,Males or females,Liverpool City Centre (L1),6 months,3 months,['£95 pw'],Convenient Double Room Next To Albert Dock,Double room,[380],380.0,L1
507,Now,No info,Males or females,Liverpool City Centre (L3),None,None,['£140 pw'],Urgent Tenancy Takeover at The Lantern,Single room,[560],560.0,L3
508,Now,No info,Males or females,Liverpool (L7),None,None,['£600 pcm'],"Room in Mostly Unocupied Flat, Bills inc Council T",Double room,[600],600.0,L7
509,01 Jan 2019,Furnished,Males or females,Liverpool City Centre (L7),10 months,3 months,['£467 pcm'],Top Floor En Suite Room - 5 Minute Walk to UoL,Double room,[467],467.0,L7
510,07 Dec 2018,Furnished,Males or females,Liverpool City Centre (L1),8 months,None,['£125 pw'],Studio Flat in Vita Student Liverpool.,Double room,[500],500.0,L1
511,Now,Furnished,No info,Liverpool City Centre (L1),9 months,7 months,['£110 pw (whole property)'],Studio Flat for Rent in L1 - Must Go,Studio flat,[440],440.0,L1
512,Now,Furnished,Males or females,Liverpool (L17),None,6 months,['£395 pcm'],Attractive apartment to yourself (Mon-Fri let),Double room,[395],395.0,L17
513,Now,Furnished,Males or females,Liverpool (L7),None,6 months,['£85 pw'],Room in house to rent,Double room,[340],340.0,L7
514,Now,Furnished,Males or females,Liverpool (L15),None,3 months,"['£90 pw', '£75 pw', '£85 pw', '£85 pw', '£95 pw']",5 New Rooms in Central Location,5 doubles,"[360, 300, 340, 340, 380]",344.0,L15
515,Now,Furnished,Males or females,Aigburth (L17),None,None,"['£395 pcm', '£395 pcm', '£495 pcm']",ROOMS  TO LET  Aigburth Road (Long/Short term stay,3 doubles,"[395, 395, 495]",428.3333333333333,L17
516,Now,Furnished,Males or females,Liverpool (L6),None,None,['£390 pcm'],"Tenancy Needed Asap, Romer Road, Liverpool",Double room,[390],390.0,L6
517,01 Sep 2019,Furnished,Female preferred,Liverpool (L6),None,9 months,"['£425 pcm', '£565 pcm', '£475 pcm', '£430 pcm', '£420 pcm', '£380 pcm', '£420 pcm']",Masters and PhD house for 2019/20,6 doubles,"[425, 565, 475, 430, 420, 380, 420]",445.0,L6
518,Now,Furnished,Males or females,Liverpool City Centre (L7),None,6 months,['£85 pw'],large room available- Kensington Fields,Double room,[340],340.0,L7
519,07 Dec 2018,Furnished,Males or females,Liverpool (L15),None,3 months,"['£260 pcm', '£260 pcm']",Easy going home in L15 (near Smithdown),2 doubles,"[260, 260]",260.0,L15
520,Now,Furnished,Males or females,Liverpool City Centre (L6),8 months,None,['£120 pw'],Europa Student accommodation - reduced price,Double room,[480],480.0,L6
521,15 Dec 2018,Furnished,Males or females,Liverpool (L5),None,6 months,['£134 pw'],The Lantern Liverpool Student Accommodation,Double room,[536],536.0,L5
522,22 Dec 2018,Furnished,Males or females,Liverpool (L15),None,5 months,['£96 pw'],Room in a 7 bed house,Double room,[384],384.0,L15
523,Now,Furnished,Males or females,Bootle (L20),None,None,['£350 pcm'],Furnished double room,Double room,[350],350.0,L20
524,Now,Furnished,Males or females,Liverpool City Centre (L8),None,3 months,"['£70 pw', '£70 pw', '£80 pw', '£80 pw', '£70 pw', '£80 pw', '£70 pw', '£80 pw', '£70 pw', '£80 pw', '£80 pw', '£80 pw']",On a budget? Rooms in friendly house available,5 singles + 7 doubles,"[280, 280, 320, 320, 280, 320, 280, 320, 280, 320, 320, 320]",303.3333333333333,L8
525,Now,Furnished,No info,Liverpool (L13),5 months,1 month,['£155 pw (whole property)'],Short-Stay Fully Furnished Accommodation to Rent,4 bed house,[620],620.0,L13
526,Now,Furnished,Males or females,Liverpool (L7),7 months,7 months,['£369 pcm'],Lovely Room Available to Rent in Student Home,Double room,[369],369.0,L7
527,Now,Furnished,Males or females,Liverpool (L8),None,6 months,['£70 pw'],1 spacious bedroom house share to rent,Double room,[280],280.0,L8
528,Now,Furnished,Males or females,Liverpool City Centre (L1),1 month,None,['£400 pcm'],Big Double Room in Liverpool City Center,Double room,[400],400.0,L1
529,Now,Furnished,Males or females,Liverpool (L7),None,2 months,"['£350 pcm', '£350 pcm', '£350 pcm', '£275 pcm', '£275 pcm']",Recently Refurbished House,3 doubles,"[350, 350, 350, 275, 275]",320.0,L7
530,01 Jan 2019,Furnished,Males or females,Liverpool City Centre (L3),None,None,['£97 pw'],Courtney McMahon,Double room,[388],388.0,L3
531,Now,Furnished,Males or females,Bootle (L20),1 month,None,"['£425 pw', '£425 pw', '£425 pw', '£425 pw', '£425 pw']",Executive Studio Flat - Bills included- Free wifi,5 doubles,"[1700, 1700, 1700, 1700, 1700]",1700.0,L20
532,Now,Furnished,Males or females,Liverpool (L5),None,6 months,['£99 pw'],Phoenix place double room,Double room,[396],396.0,L5
533,Now,Part Furnished,Males or females,Liverpool (L8),None,12 months,['£495 pcm (whole property)'],One Bed Self Contained Student Flat (incl. bills),1 bed flat,[495],495.0,L8
534,01 Dec 2018,Furnished,Males or females,Liverpool City Centre (L1),6 months,None,['£180 pw'],Studio room in student accomodation,Double room,[720],720.0,L1
535,Now,Furnished,Males or females,Liverpool (L7),None,None,['£499 pcm'],A fantastic two bedroom apartment for sharers,Double room,[499],499.0,L7
536,Now,Furnished,Males or females,Liverpool City Centre (L8),None,7 months,['£250 pcm'],Rooms for rent,Single room,[250],250.0,L8
537,26 Dec 2018,Furnished,Males or females,Liverpool City Centre (L3),None,None,['£900 pcm'],City Centre Apartment,Double room,[900],900.0,L3
538,07 Jan 2019,Furnished,Males or females,Woolton (L25),None,None,['£475 pcm'],Bedroom available in Woolton Village,Double room,[475],475.0,L25
539,Now,Furnished,Males or females,Liverpool (L8),9 months,None,['£90 pw'],5 bedroom house on Lesseps Road,Double room,[360],360.0,L8
540,Now,Furnished,Males or females,Halewood (L26),None,3 months,['£400 pcm'],Double bedroom £400 all bills included Liverpool,Double room,[400],400.0,L26
541,Now,Furnished,Males or females,Liverpool (L8),12 months,6 months,"['£83 pw', '£83 pw']","2 rooms to let Smithdown, Liverpool",2 doubles,"[332, 332]",332.0,L8
542,Now,Furnished,Males or females,Liverpool (L9),None,6 months,['£95 pw'],"One Double Bedroom, Close to Rice Lane, L9 3by",Double room,[380],380.0,L9
543,01 Jan 2019,Furnished,Males or females,Liverpool (L15),None,2 months,"['£99 pw', '£99 pw', '£99 pw', '£99 pw', '£99 pw', '£99 pw']",Double Room in Student House from January 2019,Double room,"[396, 396, 396, 396, 396, 396]",396.0,L15
544,Now,Furnished,Female preferred,Liverpool (L15),5 months,None,['£330 pcm'],Furnished double room available L15,Double room,[330],330.0,L15
545,Now,Furnished,No info,Liverpool City Centre (L3),None,12 months,['£750 pcm (whole property)'],One Bedroom Top Floor Waterside Apartment for Rent,1 bed flat,[750],750.0,L3
546,Now,Furnished,Males or females,Liverpool (L4),None,1 month,"['£65 pw', '£60 pw']",Large furnished bedsit,2 singles,"[260, 240]",250.0,L4
547,01 Feb 2019,Furnished,Males or females,Liverpool City Centre (L1),None,6 months,['£430 pcm'],Double Room with En-suite,Double room,[430],430.0,L1
548,06 Dec 2018,Furnished,Males or females,Liverpool (L7),None,3 months,"['£350 pcm', '£350 pcm', '£340 pcm', '£340 pcm']",One Double Room Available  from 6Th of Dec 18,Double room,"[350, 350, 340, 340]",345.0,L7
549,08 Dec 2018,Furnished,Males or females,Liverpool City Centre (L8),None,12 months,['£400 pcm'],Large double bedroom in Georgian Quarter house,Double room,[400],400.0,L8
550,Now,Furnished,No info,Liverpool City Centre (L7),36 months,9 months,['Potential Buddy Ups'],"Flat in Minster Court, Liverpool, Merseyside",2 bed flat,[],,L7
551,Now,Furnished,Males or females,Liverpool (L6),8 months,8 months,['£90 pw'],Double Room Available in New Luxury House,Double room,[360],360.0,L6
552,01 Dec 2018,No info,Males or females,Liverpool City Centre (L1),9 months,None,['£112 pw'],1 modern bedroom for rent,Double room,[448],448.0,L1
553,Now,No info,Males or females,Grassendale (L19),None,3 months,['£285 pcm'],Double room to rent in friendly house share.,Double room,[285],285.0,L19
554,Now,Furnished,No info,Liverpool City Centre (L1),None,None,['£200 pw (whole property)'],Liverpool City Center Serviced Apartment,Studio flat,[800],800.0,L1
555,Now,Furnished,Males or females,Bootle (L20),None,3 months,['£240 pcm'],Single room available 2.5 m fm city,Double room,[240],240.0,L20
556,01 Jan 2019,Furnished,Males or females,Liverpool (L4),None,4 months,"['£350 pcm', '£350 pcm', '£350 pcm', '£350 pcm']",Newly Refurbished L6 Furnished 4-Bed House,4 doubles,"[350, 350, 350, 350]",350.0,L4
557,Now,Furnished,Males or females,Garston (L19),None,1 month,['£400 pcm'],Room to let in a friendly house !,Single room,[400],400.0,L19
558,14 Dec 2018,Furnished,Males or females,Liverpool City Centre (L3),None,6 months,['£366 pcm'],Social house looking for roommate,Double room,[366],366.0,L3
559,15 Dec 2018,Furnished,Males or females,Liverpool City Centre (L2),None,None,['£450 pcm'],Double room with bills in bright city centre flat,Double room,[450],450.0,L2
560,Now,Furnished,No info,Liverpool (L4),None,1 month,['Potential Buddy Ups'],Townhouse,4 bed house,[],,L4
561,21 Dec 2018,Furnished,Males or females,Mossley Hill (L18),None,6 months,"['£400 pcm', '£400 pcm', '£400 pcm']",Double rooms available in friendly houseshare L18,3 doubles,"[400, 400, 400]",400.0,L18
562,Now,Furnished,Males or females,Liverpool (L24),12 months,None,['£85 pw'],Available soon,Double room,[340],340.0,L24
563,Now,Furnished,Males or females,Liverpool City Centre (L8),None,None,['£100 pw'],Fully furnished room next to City Centre,Double room,[400],400.0,L8
564,Now,Furnished,Males or females,Liverpool (L17),None,3 months,['£280 pcm'],Double Room Salisbury Road L15 Fully Furnished,Double room,[280],280.0,L17
565,Now,Furnished,Males or females,Liverpool (L6),None,3 months,"['£95 pw', '£90 pw', '£95 pw', '£100 pw', '£95 pw']",Large Double Room in a 5 Bedroom House Share,Double room,"[380, 360, 380, 400, 380]",380.0,L6
566,Now,Furnished,Males or females,Aigburth (L17),36 months,6 months,"['£450 pcm', '£450 pcm']",2 x double rooms to let in L17 house share,2 doubles,"[450, 450]",450.0,L17
567,Now,Furnished,Males or females,Whiston (L35),None,1 month,['£340 pcm'],Whiston Houseshare,Double room,[340],340.0,L35
568,Now,Furnished,Males or females,Liverpool (L3),36 months,1 month,['£125 pw'],StAndrews (Liverpool Centre-Perfect) SuperDeluxe,Double room,[500],500.0,L3
569,Now,Furnished,Males or females,Liverpool City Centre (L3),None,None,['£124 pw'],All inclusive en suite room - 124 pppw (Urgent),Double room,[496],496.0,L3
570,01 Feb 2019,No info,Males or females,Liverpool (L15),None,None,['£550 pcm'],"Double Bedroom, Waverteee",Double room,[550],550.0,L15
571,07 Dec 2018,Furnished,Males or females,Liverpool City Centre (L1),None,1 month,['£400 pcm'],Re-rent studio room,Double room,[400],400.0,L1
572,Now,Furnished,No info,Liverpool City Centre (L1),12 months,9 months,['£145 pw (whole property)'],1 Bed Room Flat at 321 Crosshall Street Student Vi,1 bed flat,[580],580.0,L1
573,01 Dec 2018,Furnished,Males or females,Litherland (L21),None,3 months,['£100 pw'],Bright Spacious Double Room with Fibre Broadband!,Double room,[400],400.0,L21
574,08 Dec 2018,Furnished,Males or females,Liverpool City Centre (L3),8 months,5 months,['£138 pw'],The Lantern Bronze lower city view ensuite room,Double room,[552],552.0,L3
575,10 Dec 2018,Furnished,Female preferred,Liverpool City Centre (L3),6 months,2 months,['£350 pcm'],1 dble bedroom available to share in a 2 bed house,Double room,[350],350.0,L3
576,01 Dec 2018,Furnished,Males or females,Liverpool (L17),None,None,['£50 pw'],Looking for serious people.,Double room,[200],200.0,L17
577,01 Dec 2018,Furnished,Female preferred,Liverpool (L7),None,None,['£98 pw'],"Female, 10Minto Citycentre Bright Double Room",Double room,[392],392.0,L7
578,Now,No info,Males or females,Liverpool (L3),None,None,['£99 pw'],Tenancy Takeover -Liberty Atlantic Point Liverpool,Double room,[396],396.0,L3
579,Now,Furnished,Female preferred,Liverpool City Centre (L1),None,None,['£120 pw'],Room in Cathedral Campus - 1st rent paid STUDENTS,Double room,[480],480.0,L1
580,20 Dec 2018,Furnished,Male preferred,Liverpool City Centre (L2),None,1 month,['£600 pcm'],Liverpool City Centre Double,Double room,[600],600.0,L2
581,Now,Furnished,Males or females,Liverpool (L7),5 months,5 months,['£95 pw'],Room available in 6 bed student house,Double room,[380],380.0,L7
582,Now,Furnished,Males or females,Halewood (L26),None,None,['£395 pcm'],Double Fronted Executive Detached House - Halewood,Double room,[395],395.0,L26
583,12 Dec 2018,Furnished,Female preferred,Liverpool (L15),36 months,6 months,"['£90 pw', '£90 pw', '£80 pw', '£68 pw']",Welcome join WorldTraveler settle Wavertree,Single + 2 doubles,"[360, 360, 320, 272]",328.0,L15
584,Now,Furnished,Males or females,Liverpool (L8),None,None,['£85 pw'],Large double room in an flatshare. Close to city,Double room,[340],340.0,L8
585,Now,Furnished,Males or females,Garston (L19),None,3 months,['£85 pw'],Double room to rent,Double room,[340],340.0,L19
586,Now,Furnished,Males or females,Liverpool City Centre (L3),9 months,9 months,['£99 pw'],Room to rent Liverpool,Double room,[396],396.0,L3
587,Now,Furnished,Males or females,Liverpool (L7),None,None,['£325 pcm'],**URGENT** Looking for replacement tenant,Double room,[325],325.0,L7
588,Now,Furnished,Males or females,Liverpool City Centre (L6),24 months,6 months,"['£60 pw', '£60 pw', '£60 pw', '£60 pw']",Student House! Double Room! All Bills Included!,4 doubles,"[240, 240, 240, 240]",240.0,L6
589,Now,Furnished,Males or females,Liverpool (L6),12 months,3 months,['£350 pcm'],*Couples Welcome - Larger than Average Double*,Double room,[350],350.0,L6
590,Now,Furnished,Males or females,Liverpool (L15),None,None,['£390 pcm'],Student house in smithdown area,Double room,[390],390.0,L15
591,Now,No info,Males or females,Liverpool (L21),None,None,['£380 pcm'],Modern Double Room By The Beach,Double room,[380],380.0,L21
592,Now,Furnished,Males or females,Liverpool (L6),9 months,7 months,"['£90 pw', '£90 pw', '£90 pw']",Brand New developed House,3 doubles,"[360, 360, 360]",360.0,L6
593,01 Dec 2018,No info,Males or females,Liverpool (L27),None,None,['£350 pcm'],Sammi,Double room,[350],350.0,L27
594,01 Feb 2019,Furnished,Female preferred,Mossley Hill (L18),None,2 months,['£350 pcm'],Double room with enusuite - bills included!,Double room,[350],350.0,L18
595,01 Dec 2018,Furnished,Female preferred,Knowsley (L34),None,None,['£75 pw'],"Cosy double room, close to whiston hospital",Double room,[300],300.0,L34
596,Now,Furnished,Males or females,Liverpool (L6),None,None,['£80 pw'],Large Double Room in a Beautiful House,Double room,[320],320.0,L6
597,Now,Furnished,Males or females,Mossley Hill (L18),None,6 months,['£220 pcm'],"Homely, spacious rooms in Mossley Hill",Single room,[220],220.0,L18
598,Now,Furnished,Males or females,Liverpool City Centre (L3),None,6 months,['£120 pw'],Lovely Liverpool Marina 4 Bed Hse,Double room,[480],480.0,L3
599,15 Dec 2018,Furnished,Males or females,Liverpool (L3),8 months,5 months,['£148 pw'],Ensuite Bedroom Byrom Point,Single room,[592],592.0,L3
600,Now,Furnished,Males or females,Liverpool (L4),None,6 months,['£100 pw'],Double room ensuite for rent,Double room,[400],400.0,L4
601,26 Jan 2019,Furnished,Males or females,Aintree (L10),None,None,"['£65 pw', '£65 pw', '£70 pw', '£70 pw']",Perfect for aintree hospital workers/stud Jan 2019,Double room,"[260, 260, 280, 280]",270.0,L10
602,Now,Furnished,Males or females,Liverpool (L15),None,10 months,"['£100 pw', '£100 pw', '£100 pw']",2 double rooms  in wavertree,2 doubles,"[400, 400, 400]",400.0,L15
603,Now,Furnished,Males or females,Liverpool City Centre (L3),None,6 months,['£375 pcm'],Flatmate wanted - city centre apartment,Double room,[375],375.0,L3
604,Now,Furnished,Males or females,Liverpool City Centre (L6),9 months,9 months,['£126 pw'],First Year Student Room in Europa Student Flats,Double room,[504],504.0,L6
605,01 Jan 2019,Furnished,Males or females,Liverpool City Centre (L3),6 months,6 months,['£97 pw'],Double bedroom for rent,Double room,[388],388.0,L3
606,Now,No info,Males or females,Bootle (L20),None,None,['£70 pw'],Room For Rent,Single room,[280],280.0,L20
607,Now,Furnished,Males or females,Liverpool (L6),None,None,"['£550 pcm', '£550 pcm']",2 bed flat,2 doubles,"[550, 550]",550.0,L6
608,Now,Furnished,Female preferred,Allerton (L18),10 months,1 month,['£85 pw'],Lovely Room in MY Home,Single room,[340],340.0,L18
609,Now,Furnished,Males or females,Liverpool (L13),None,None,['£75 pw'],1 spare room avaliable,Double room,[300],300.0,L13
610,Now,Furnished,Males or females,Liverpool City Centre (L1),None,1 month,"['£410 pcm', '£475 pcm']",Epsley House,Single + double,"[410, 475]",442.5,L1
