,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
286,14 Dec 2018,Furnished,Males or females,West Derby (L12),None,4 months,"['£400 pcm', '£400 pcm']",Two double rooms available in West Derby,2 doubles,"[400, 400]",400.0,L12
287,Now,Furnished,Males or females,Liverpool (L7),None,6 months,['£265 pcm'],Shared duplex all bills inc. single at £61.20pw,Single room,[265],265.0,L7
288,Now,Furnished,Males or females,Walton (L9),None,6 months,"['£85 pw', '£80 pw', '£75 pw']",**Double Room in Immaculate House Share** £75pw,3 doubles,"[340, 320, 300]",320.0,L9
289,Now,Furnished,Males or females,Liverpool City Centre (L1),8 months,8 months,['£115 pw'],Student Only - Great Location Bills Included,Double room,[460],460.0,L1
290,Now,Furnished,Males or females,Liverpool City Centre (L8),None,None,['£95 pw'],Perfect Location STUDENT share,Double room,[380],380.0,L8
291,Now,Furnished,Males or females,Liverpool City Centre (L8),12 months,12 months,['£115 pw'],Student Only - Large Double Room Bills Included,Double room,[460],460.0,L8
292,Now,Furnished,Female preferred,Liverpool City Centre (L1),8 months,8 months,['£115 pw'],Student Only - Double Rooms Perfect Location,Double room,[460],460.0,L1
293,Now,Furnished,Males or females,Liverpool City Centre (L1),11 months,11 months,['£563 pcm'],Student Only - Penthouse Apartment City Centre,Double room,[563],563.0,L1
294,Now,Furnished,Male preferred,Liverpool (L6),8 months,8 months,['£105 pw'],Student Only - Large Double Room Bills Included,Double room,[420],420.0,L6
295,Now,Furnished,Female preferred,Liverpool (L15),10 months,None,['£412 pcm'],Student Only - Large Double Room Bills Included,Double room,[412],412.0,L15
296,Now,Furnished,Males or females,Liverpool (L17),8 months,8 months,['£368 pcm'],Student Only - Large Double Room Bills Included,Double room,[368],368.0,L17
297,Now,Furnished,Male preferred,Liverpool (L15),10 months,10 months,"['£90 pw', '£90 pw']",Student Only - Double Bedroom in a Stunning House,2 doubles,"[360, 360]",360.0,L15
298,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£85 pw', '£85 pw', '£80 pw', '£85 pw', '£85 pw', '£95 pw']",Stunning Double Rooms - House Share,2 doubles,"[340, 340, 320, 340, 340, 380]",343.3333333333333,L6
299,Now,Furnished,Males or females,Liverpool City Centre (L3),10 months,10 months,"['£90 pw', '£90 pw', '£90 pw', '£90 pw', '£90 pw', '£90 pw', '£90 pw']",Luxury Rooms Available - City Centre Location,2 doubles,"[360, 360, 360, 360, 360, 360, 360]",360.0,L3
300,Now,No info,Males or females,Freshfield (L37),None,1 month,"['£200 pcm', '£250 pcm', '£300 pcm', '£220 pcm', '£250 pcm', '£275 pcm', '£300 pcm', '£220 pcm', '£250 pcm', '£275 pcm']",Rooms in shared accomodation,3 singles + 7 doubles,"[200, 250, 300, 220, 250, 275, 300, 220, 250, 275]",254.0,L37
301,01 Jan 2019,Furnished,Males or females,Liverpool (L7),None,1 month,['£65 pw'],"1 double bedroom available - Edge Grove, L7",Double room,[260],260.0,L7
302,Now,Furnished,Males or females,Liverpool (L4),None,3 months,"['£70 pw', '£65 pw', '£65 pw', '£55 pw']",Cheap double room L4 0UA,Double room,"[280, 260, 260, 220]",255.0,L4
303,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£75 pw', '£75 pw', '£70 pw', '£60 pw']",Four bedroom House to Let,Double room,"[300, 300, 280, 240]",280.0,L6
304,Now,Furnished,Males or females,Liverpool (L4),None,3 months,"['£260 pcm', '£260 pcm', '£260 pcm', '£260 pcm']",Excellent rooms in County road,4 doubles,"[260, 260, 260, 260]",260.0,L4
305,Now,Furnished,Males or females,Liverpool (L7),10 months,10 months,['£75 pw'],Lovely rooms to let in student house,Single room,[300],300.0,L7
306,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw']",Homely rooms in great house share,6 doubles,"[300, 300, 300, 300, 300, 300]",300.0,L6
307,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£70 pw', '£75 pw', '£75 pw', '£75 pw']",Reasonable houses for reasonable prices,4 doubles,"[280, 300, 300, 300]",295.0,L6
308,Now,Furnished,Males or females,Liverpool (L4),None,6 months,"['£300 pcm', '£250 pcm', '£225 pcm', '£220 pcm']","Newly-built double room in 4 Bedroom House, L4",3 doubles,"[300, 250, 225, 220]",248.75,L4
309,Now,Furnished,Males or females,Liverpool (L6),12 months,6 months,"['£300 pcm', '£325 pcm', '£325 pcm']",Recently renovated beautiful 4-bedroom shared,2 doubles,"[300, 325, 325]",316.6666666666667,L6
310,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£250 pcm', '£275 pcm', '£300 pcm', '£325 pcm']",Recently renovated rooms for rent in Liverpool L6,4 doubles,"[250, 275, 300, 325]",287.5,L6
311,Now,Furnished,Males or females,Liverpool (L4),None,6 months,"['£250 pcm', '£300 pcm', '£325 pcm']",Recently renovated rooms for rent in Liverpool L4,3 doubles,"[250, 300, 325]",291.6666666666667,L4
312,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£280 pcm', '£300 pcm', '£300 pcm']","Beautiful rooms to rent on Molyneux Road, L6",3 doubles,"[280, 300, 300]",293.3333333333333,L6
313,Now,Furnished,Males or females,Bootle (L20),None,6 months,"['£250 pcm', '£275 pcm', '£300 pcm', '£325 pcm']",Variety of Renovated Double Bedrooms for Rent L20,4 doubles,"[250, 275, 300, 325]",287.5,L20
314,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£300 pcm', '£300 pcm', '£325 pcm', '£325 pcm']",Newly-renovated rooms to rent on Gloucester Road,4 doubles,"[300, 300, 325, 325]",312.5,L6
315,Now,Furnished,Males or females,Bootle (L20),None,None,"['£300 pcm', '£300 pcm', '£300 pcm', '£300 pcm']","Cosy, newly-built double bedrooms for rent, L20",Double room,"[300, 300, 300, 300]",300.0,L20
316,Now,Furnished,Males or females,Bootle (L20),None,6 months,"['£300 pcm', '£300 pcm', '£300 pcm', '£300 pcm']","Beautiful, newly-built 4 Bedroom house for Rent",4 doubles,"[300, 300, 300, 300]",300.0,L20
317,Now,Furnished,Males or females,Liverpool (L21),None,3 months,"['£115 pw', '£110 pw', '£95 pw', '£110 pw', '£110 pw', '£120 pw']","NO Deposit, Luxury Room, En-Suite, Bills incl.",Single + double,"[460, 440, 380, 440, 440, 480]",440.0,L21
318,Now,Furnished,Males or females,Liverpool (L15),None,None,"['£85 pw', '£85 pw', '£85 pw']",Large double rooms Just Off Smithdown Road,2 doubles,"[340, 340, 340]",340.0,L15
319,Now,Furnished,Males or females,Aigburth (L17),None,3 months,"['£120 pw', '£120 pw']","EnSuite Rooms, Sefton Park, 18th Century Manor",Double room,"[480, 480]",480.0,L17
320,Now,Furnished,Males or females,Liverpool (L7),None,None,"['£70 pw', '£70 pw']",2 rooms left in share near city center - edge lane,2 doubles,"[280, 280]",280.0,L7
321,Now,Furnished,No info,Liverpool City Centre (L8),None,6 months,['£155 pw (whole property)'],X1 The Studios Large Studio Apartment Baltic Trian,1 bed flat,[620],620.0,L8
322,Now,Furnished,Males or females,Liverpool (L15),10 months,3 months,"['£375 pcm', '£375 pcm', '£375 pcm', '£325 pcm']",1 Single Room Available,Single room,"[375, 375, 375, 325]",362.5,L15
323,Now,Furnished,Males or females,Liverpool (L15),None,None,['£350 pcm'],Lovely Double Room Shared Household,Double room,[350],350.0,L15
324,Now,Furnished,Males or females,Liverpool (L15),None,9 months,['£230 pcm'],Wavertree Single Fully Furnished Room,Single room,[230],230.0,L15
325,Now,Furnished,Female preferred,Liverpool (L15),None,3 months,"['£340 pcm', '£380 pcm']",Double Room in Modernised Shared House L15,Double room,"[340, 380]",360.0,L15
326,Now,Furnished,Males or females,Liverpool (L7),8 months,8 months,['£85 pw'],12B North View,Double room,[340],340.0,L7
327,Now,Furnished,Males or females,Liverpool (L8),7 months,7 months,"['£112 pw', '£112 pw']",Large double rooms available in Georgian townhouse,2 doubles,"[448, 448]",448.0,L8
328,Now,Furnished,Males or females,Liverpool (L15),10 months,10 months,"['£88 pw', '£88 pw', '£88 pw', '£88 pw', '£88 pw', '£88 pw']",Student rooms in new build property,6 doubles,"[352, 352, 352, 352, 352, 352]",352.0,L15
329,Now,Furnished,Males or females,Liverpool (L6),6 months,6 months,['£350 pcm'],"Double room, in mixed shared house",Double room,[350],350.0,L6
330,01 Jan 2019,Furnished,Males or females,Crosby (L23),None,6 months,['£425 pcm'],Large furnished double room with park views,Double room,[425],425.0,L23
331,Now,Furnished,Males or females,Liverpool City Centre (L3),None,2 months,['£80 pw'],Double room City Centre Students + Professionals,Double room,[320],320.0,L3
332,Now,Unfurnished,No info,Liverpool (L6),None,6 months,['£350 pcm (whole property)'],Spacious One Bedroom Flat Now Available,1 bed flat,[350],350.0,L6
333,Now,Furnished,Males or females,Liverpool City Centre (L7),None,6 months,['£80 pw'],3 Dble Rooms nr city centre,Double room,[320],320.0,L7
334,Now,Furnished,Males or females,Liverpool (L7),None,None,"['£69 pw', '£69 pw']",5 Bed 2 Bath House Share near city centre,2 doubles,"[276, 276]",276.0,L7
335,Now,Furnished,Males or females,Liverpool (L7),None,3 months,"['£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw']","Large Double Rooms Available near city centre, L7",7 doubles,"[300, 300, 300, 300, 300, 300, 300]",300.0,L7
336,Now,Furnished,Males or females,Liverpool (L6),None,None,['£75 pw'],Dble Rooms near City Center - Belmont Drive,Double room,[300],300.0,L6
337,Now,Furnished,Males or females,Bootle (L20),None,None,['£85 pw'],Luxury Ensuite room in Bootle,Double room,[340],340.0,L20
338,Now,Furnished,Males or females,Liverpool (L5),None,None,"['£100 pw', '£100 pw', '£100 pw']",Dble Room available for short term stays,3 doubles,"[400, 400, 400]",400.0,L5
339,Now,Furnished,Males or females,Liverpool (L6),7 months,3 months,"['£85 pw', '£75 pw', '£80 pw', '£85 pw', '£75 pw']",Open House Viewing Saturday 24Th November 11-1Pm,4 doubles,"[340, 300, 320, 340, 300]",320.0,L6
340,Now,Furnished,Males or females,Liverpool (L6),8 months,6 months,"['£85 pw', '£75 pw', '£80 pw', '£85 pw', '£75 pw']",Newly Refurbished house share in Great Location,4 doubles,"[340, 300, 320, 340, 300]",320.0,L6
341,Now,Furnished,Males or females,Liverpool (L6),None,3 months,['£305 pcm'],Single Furnished all bills wi fi parking £305,Single room,[305],305.0,L6
342,Now,Furnished,Female preferred,Aigburth (L17),None,6 months,"['£320 pcm', '£320 pcm']",Spacious Double Room in friendly shared house,Double room,"[320, 320]",320.0,L17
343,Now,Furnished,Males or females,Mossley Hill (L18),None,3 months,['£100 pw'],Spacious Double Room with Fibre Broadband via WiFi,Double room,[400],400.0,L18
344,Now,Furnished,Males or females,Liverpool (L3),None,6 months,"['£475 pcm', '£475 pcm']",Two beautiful rooms Seymour Street,2 doubles,"[475, 475]",475.0,L3
345,Now,Furnished,Males or females,Liverpool (L5),None,3 months,['£75 pw'],Cheap room at quiet location,Double room,[300],300.0,L5
346,Now,Furnished,Males or females,Liverpool (L6),None,6 months,['£75 pw'],Lovely place to live,Double room,[300],300.0,L6
347,Now,Furnished,Males or females,Liverpool City Centre (L1),12 months,6 months,['£129 pw (whole property)'],£129 pw BILLS INC Self Contained Studio Flats,Studio flat,[516],516.0,L1
348,Now,Furnished,Males or females,Liverpool City Centre (L1),12 months,3 months,['£124 pw (whole property)'],Self Contained Studio Flats Internal Windows,Studio flat,[496],496.0,L1
349,01 Feb 2019,Furnished,Males or females,Liverpool City Centre (L1),12 months,11 months,['£129 pw (whole property)'],Self Contained Studio Flats in Baltic Triangle,Studio flat,[516],516.0,L1
350,Now,Furnished,Males or females,Liverpool (L6),None,None,['£375 pcm'],L6-1RM-Great for professionals & hospital staff!,Double room,[375],375.0,L6
351,Now,Furnished,Males or females,Liverpool (L13),None,6 months,"['£380 pcm', '£380 pcm', '£380 pcm']",3 Large En Suite Rooms available £380 pcm,3 doubles,"[380, 380, 380]",380.0,L13
352,Now,Furnished,Males or females,Liverpool (L15),None,3 months,"['£80 pw', '£80 pw', '£80 pw', '£90 pw']",Double bedroom + own private living room!,Double room,"[320, 320, 320, 360]",330.0,L15
353,Now,Furnished,Males or females,Ormskirk (L39),10 months,10 months,"['£120 pw', '£120 pw', '£120 pw', '£120 pw', '£120 pw', '£120 pw']",**6 Bedroom Property Available**,6 doubles,"[480, 480, 480, 480, 480, 480]",480.0,L39
354,Now,Furnished,Males or females,Liverpool (L15),12 months,12 months,['£78 pw'],Double Room Avaliable £77.50 ppw nr Smithdown,Double room,[312],312.0,L15
355,Now,Furnished,Males or females,Liverpool (L17),None,6 months,['£380 pcm'],*Fantastic large double room by Sefton Park**,Double room,[380],380.0,L17
356,15 Jan 2019,Furnished,Males or females,Liverpool City Centre (L7),None,6 months,"['£80 pw', '£75 pw', '£75 pw']",Newly renovated 3 bed house available from mid-Jan,Double room,"[320, 300, 300]",306.6666666666667,L7
357,Now,Furnished,Males or females,Liverpool (L7),None,6 months,"['£350 pcm', '£350 pcm', '£350 pcm', '£320 pcm', '£295 pcm', '£350 pcm', '£320 pcm', '£295 pcm', '£350 pcm']",Great Room with All Bills and Cleaner inc.,Double room,"[350, 350, 350, 320, 295, 350, 320, 295, 350]",331.1111111111111,L7
358,01 Dec 2018,No info,Males or females,Liverpool (L4),None,None,"['£350 pcm', '£275 pcm']",House share,Single + double,"[350, 275]",312.5,L4
359,Now,Furnished,Males or females,Liverpool (L4),None,6 months,['£85 pw'],Large double room! Cake Wine Gym,Double room,[340],340.0,L4
360,01 Feb 2019,Furnished,Males or females,Liverpool (L6),None,1 month,['£80 pw'],Double Bedroom Available 1/2/19 - Grantham Street,Double room,[320],320.0,L6
361,Now,Furnished,Males or females,Liverpool (L15),None,1 month,['£75 pw'],1 double bedroom available - Rathbone Road,Double room,[300],300.0,L15
362,Now,Furnished,Males or females,Liverpool (L4),None,3 months,"['£70 pw', '£75 pw', '£80 pw', '£75 pw', '£70 pw', '£65 pw']",* Rent Half Price For First Month *,Single + 2 doubles,"[280, 300, 320, 300, 280, 260]",290.0,L4
363,Now,No info,Males or females,Liverpool City Centre (L7),8 months,None,['£80 pw'],"1 double room for rent, fantastic location.",Double room,[320],320.0,L7
364,08 Dec 2018,Furnished,Males or females,Liverpool (L6),3 months,3 months,"['£285 pcm', '£289 pcm']",Harmonious beautiful clean easygoing house,2 doubles,"[285, 289]",287.0,L6
365,Now,Furnished,Males or females,Liverpool (L7),12 months,10 months,['£75 pw'],Rooms Available All Inclusive £75/Wk,Double room,[300],300.0,L7
366,Now,Furnished,Males or females,Liverpool City Centre (L3),12 months,6 months,"['£120 pw', '£120 pw', '£120 pw', '£120 pw', '£120 pw', '£125 pw']",Brand New City centre rooms @ £120/wk all inc.,6 doubles,"[480, 480, 480, 480, 480, 500]",483.3333333333333,L3
367,Now,Furnished,Males or females,Liverpool (L6),None,6 months,['£650 pcm'],£650pcm Ensuite Double Secure parking inc bills,Double room,[650],650.0,L6
368,Now,Furnished,Males or females,Grassendale (L19),None,3 months,['£350 pcm'],"Double room to rent, newly refurbished house share",Double room,[350],350.0,L19
369,01 Jan 2019,Furnished,Female preferred,Liverpool (L8),None,None,['£475 pcm'],Double room in Liverpool,Double room,[475],475.0,L8
370,Now,Furnished,Males or females,Liverpool (L15),None,3 months,['£75 pw'],Rooms in Shared House in Wavertree . All Inclusive,Double room,[300],300.0,L15
371,Now,Furnished,Males or females,Formby (L37),None,6 months,['£500 pcm'],Double Room Available to Rent,Double room,[500],500.0,L37
372,Now,Furnished,Males or females,Liverpool (L6),None,None,"['£75 pw', '£80 pw', '£85 pw']","Large Single, Large Double, Huge Attic Room",Single + 2 doubles,"[300, 320, 340]",320.0,L6
373,Now,Furnished,Males or females,Liverpool City Centre (L1),None,6 months,"['£495 pcm', '£400 pcm']",Refurbished two bedroom apartment,Single + double,"[495, 400]",447.5,L1
374,Now,Furnished,Males or females,Aigburth (L17),None,3 months,"['£75 pw', '£75 pw', '£75 pw', '£75 pw']","Luxury Flat Share in Aigburth, L17",4 doubles,"[300, 300, 300, 300]",300.0,L17
375,Now,Furnished,Males or females,Liverpool (L6),None,None,['£675 pcm'],V.Large en-suite double inc bills +parking £675,Double room,[675],675.0,L6
376,Now,Furnished,Males or females,Walton (L9),None,6 months,"['£75 pw', '£70 pw', '£70 pw', '£75 pw', '£60 pw']","Clean house, All bills inc, L9, Walton, No Depo",Single + 4 doubles,"[300, 280, 280, 300, 240]",280.0,L9
377,Now,Furnished,Males or females,Aigburth (L17),None,1 month,"['£100 pw', '£75 pw']",Rooms in large house  Aigburth,2 doubles,"[400, 300]",350.0,L17
378,Now,Furnished,Males or females,Liverpool City Centre (L6),None,6 months,"['£80 pw', '£80 pw', '£80 pw', '£55 pw']",Four Bedrooms House Share L6 9AB,Single + 3 doubles,"[320, 320, 320, 220]",295.0,L6
379,Now,Furnished,Males or females,Aigburth (L17),None,3 months,"['£60 pw', '£60 pw', '£55 pw', '£60 pw']",Great House Share in L17,Double room,"[240, 240, 220, 240]",235.0,L17
380,Now,Furnished,Males or females,Liverpool City Centre (L6),None,6 months,"['£80 pw', '£80 pw', '£80 pw', '£70 pw']",Student Property - Thornes road,Double room,"[320, 320, 320, 280]",310.0,L6
381,01 Dec 2018,Furnished,Males or females,Liverpool (L6),None,None,['£500 pcm'],Overlooking Newsham  Park,Double room,[500],500.0,L6
382,Now,Furnished,Males or females,Liverpool (L15),None,6 months,"['£110 pw', '£90 pw', '£110 pw', '£75 pw']",Luxury home for Professionals All bills included,Single + double,"[440, 360, 440, 300]",385.0,L15
383,Now,Furnished,Males or females,Ormskirk (L39),10 months,8 months,['£120 pw'],**1 Room Available to Rent**,Double room,[480],480.0,L39
384,Now,Furnished,Males or females,Ormskirk (L39),10 months,10 months,"['£120 pw', '£120 pw', '£120 pw']",**3 Double Bedrooms Available Immediately**,3 doubles,"[480, 480, 480]",480.0,L39
385,Now,Furnished,Males or females,Liverpool (L7),None,10 months,"['£75 pw', '£75 pw', '£75 pw', '£75 pw', '£75 pw']",**Double Rooms**Jubilee Drive*£75Pppw*,5 doubles,"[300, 300, 300, 300, 300]",300.0,L7
386,Now,Furnished,Males or females,Bootle (L20),None,6 months,"['£79 pw', '£65 pw', '£85 pw']",Double Studio Room Within House Share,Single + double,"[316, 260, 340]",305.3333333333333,L20
387,Now,Furnished,Males or females,Liverpool (L4),None,6 months,"['£65 pw', '£65 pw', '£65 pw', '£60 pw', '£60 pw']",**Professional House Share** All Bills inc**,2 singles + 3 doubles,"[260, 260, 260, 240, 240]",252.0,L4
388,Now,Furnished,Males or females,Seaforth (L21),None,6 months,"['£70 pw', '£70 pw', '£70 pw', '£70 pw', '£90 pw']",*Double Room*Seaforth Train Station*All Bills inc*,2 doubles,"[280, 280, 280, 280, 360]",296.0,L21
389,Now,Furnished,Males or females,Seaforth (L21),None,3 months,"['£89 pw', '£103 pw', '£99 pw']",Seaforth Waterloo fresh warm clean  no deposit,Double room,"[356, 412, 396]",388.0,L21
390,Now,Furnished,Males or females,Liverpool (L4),None,3 months,"['£65 pw', '£60 pw', '£70 pw', '£45 pw']",Cheap Double room - Newark Street,Double room,"[260, 240, 280, 180]",240.0,L4
391,Now,Furnished,Males or females,Liverpool (L4),None,3 months,"['£290 pcm', '£300 pcm', '£290 pcm', '£250 pcm']",Excellent House Share - Roxburgh Street,Double room,"[290, 300, 290, 250]",282.5,L4
392,Now,Furnished,Males or females,Liverpool (L5),None,3 months,"['£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw', '£85 pw']",Ensuite Rooms Available.  All Bills included,12 doubles,"[340, 340, 340, 340, 340, 340, 340, 340, 340, 340, 340, 340]",340.0,L5
393,Now,Furnished,Males or females,Kirkby (L32),None,4 months,['£125 pw'],Luxury Detached houseshare,Double room,[500],500.0,L32
394,Now,Furnished,Males or females,Liverpool (L7),None,None,['£90 pw'],Newly refurbished 7 bedroom Houseshare,Double room,[360],360.0,L7
395,01 Dec 2018,Furnished,No info,Liverpool (L7),None,6 months,['£600 pcm (whole property)'],1 bedroom Top floor apartment to rent -L7,1 bed flat,[600],600.0,L7
396,Now,Furnished,Males or females,Liverpool (L7),None,None,['£60 pw'],L7 Kensington student rooms,Double room,[240],240.0,L7
397,Now,Furnished,Female preferred,Liverpool (L6),None,6 months,"['£395 pcm', '£365 pcm', '£320 pcm', '£300 pcm']",Female Professionals/Students,2 singles + 2 doubles,"[395, 365, 320, 300]",345.0,L6
398,Now,Furnished,Males or females,Garston (L19),None,6 months,"['£100 pw', '£100 pw', '£85 pw']",Double bedroom available in house share,3 doubles,"[400, 400, 340]",380.0,L19
399,Now,Furnished,Males or females,Liverpool (L5),18 months,1 month,"['£80 pw', '£110 pw', '£80 pw', '£80 pw', '£110 pw', '£85 pw', '£90 pw', '£110 pw', '£100 pw', '£120 pw', '£80 pw', '£90 pw']","Let rooms on L8,L5,L4 Liverpool",7 singles + 5 doubles,"[320, 440, 320, 320, 440, 340, 360, 440, 400, 480, 320, 360]",378.3333333333333,L5
400,Now,Furnished,Males or females,Liverpool (L7),10 months,10 months,['£95 pw'],2 student rooms in brand new 6 bed from Sept,Double room,[380],380.0,L7
401,01 Dec 2018,Furnished,Males or females,Aigburth (L17),None,6 months,"['£400 pcm', '£375 pcm', '£400 pcm', '£450 pcm']",Professional Rooms in Refurb House near Lark Lane,4 doubles,"[400, 375, 400, 450]",406.25,L17
402,01 Dec 2019,Furnished,Males or females,Liverpool (L15),6 months,3 months,"['£345 pcm', '£345 pcm']",Double Room Smithdown Road £345 1/1/19,2 doubles,"[345, 345]",345.0,L15
403,15 Dec 2018,Furnished,Males or females,Liverpool (L7),None,6 months,"['£410 pcm', '£390 pcm']",Room to let close to Liverpool City centre.,Single + double,"[410, 390]",400.0,L7
404,Now,Furnished,Female preferred,Liverpool (L15),None,12 months,['£350 pcm'],Double Room available in L15,Double room,[350],350.0,L15
405,Now,Furnished,Males or females,Liverpool (L6),None,6 months,"['£345 pcm', '£345 pcm', '£345 pcm', '£345 pcm']",4 Bed House Share ANFIELD,4 doubles,"[345, 345, 345, 345]",345.0,L6
406,Now,Furnished,Males or females,Waterloo (L22),None,None,['£80 pw'],Clean House. Waterloo/Crosby. No Deposit / Fees!,Double room,[320],320.0,L22
407,Now,No info,Males or females,Liverpool (L15),None,3 months,"['£275 pcm', '£295 pcm']",Double room available L15 3JR,2 doubles,"[275, 295]",285.0,L15
408,20 Dec 2018,No info,Males or females,Whiston (L35),None,None,"['£400 pcm', '£400 pcm', '£400 pcm', '£450 pcm', '£450 pcm', '£450 pcm']",Available  Now!  First Month Rent Half Price,Double room,"[400, 400, 400, 450, 450, 450]",425.0,L35
409,Now,Furnished,Males or females,Bootle (L20),None,6 months,['£65 pw'],**Double Room*All Bills inc**Bootle,Double room,[260],260.0,L20
410,Now,Furnished,Males or females,Liverpool (L4),None,3 months,"['£65 pw', '£65 pw', '£70 pw', '£88 pw']",Newly refurbished rooms to let,Single + 3 doubles,"[260, 260, 280, 352]",288.0,L4
411,01 Dec 2018,Furnished,Males or females,Mossley Hill (L18),None,3 months,['£345 pcm'],"L18, All inclusive, double room in quality house,",Double room,[345],345.0,L18
412,Now,Furnished,Males or females,Liverpool (L7),None,None,['£60 pw'],L7     Kensington student rooms to  rent,Double room,[240],240.0,L7
413,Now,Furnished,No info,Liverpool (L15),None,None,['Potential Buddy Ups'],Amazing 6 bedroom Student House in Liverpool,6 bed flat,[],,L15
414,Now,Furnished,Males or females,Liverpool City Centre (L3),12 months,6 months,['£130 pw'],Shared House 53 Seymour Street Liverpool City,Double room,[520],520.0,L3
415,Now,Furnished,Males or females,Liverpool City Centre (L2),24 months,6 months,['£550 pcm'],FULLY furnished studio located in central Liverpoo,Single room,[550],550.0,L2
416,Now,Furnished,Males or females,Liverpool City Centre (L7),None,None,['Potential Buddy Ups'],3 Bed. Bills incuded. 10 mins from UoL.,3 bed house,[],,L7
417,Now,Furnished,Males or females,Liverpool (L7),None,6 months,"['£90 pw', '£90 pw', '£90 pw', '£90 pw', '£90 pw', '£90 pw']",Gladstone Road - Double Bedrooms in New Townhouse,6 doubles,"[360, 360, 360, 360, 360, 360]",360.0,L7
418,Now,Furnished,Males or females,Liverpool (L7),12 months,6 months,"['£95 pw', '£95 pw', '£95 pw', '£95 pw', '£95 pw', '£95 pw']",Selection of En Suite Rooms available in Holt Road,2 doubles,"[380, 380, 380, 380, 380, 380]",380.0,L7
419,Now,Furnished,Males or females,Liverpool (L9),None,None,"['£325 pcm', '£425 pcm', '£425 pcm']",Luxurious New House Done to an Extremely High Stan,Single + 2 doubles,"[325, 425, 425]",391.6666666666667,L9
420,Now,Furnished,Males or females,Liverpool (L5),None,3 months,['£75 pw'],Only 1 Room Remaining - £75,Double room,[300],300.0,L5
421,Now,Furnished,Males or females,Mossley Hill (L18),None,6 months,"['£80 pw', '£90 pw', '£90 pw', '£90 pw', '£75 pw']",Excellent Luxury Double Bedroom off Allerton Road,2 doubles,"[320, 360, 360, 360, 300]",340.0,L18
422,Now,Furnished,Males or females,Liverpool (L7),None,6 months,"['£100 pw', '£100 pw', '£100 pw', '£90 pw', '£90 pw', '£90 pw']",Connaught Road En Suite Rooms,6 doubles,"[400, 400, 400, 360, 360, 360]",380.0,L7
423,Now,Furnished,Males or females,Liverpool (L7),None,6 months,"['£75 pw', '£75 pw']",Double Bedrooms In Four Bed Apartment Fell Street,2 doubles,"[300, 300]",300.0,L7
424,Now,Furnished,Males or females,Liverpool City Centre (L6),None,3 months,"['£90 pw', '£90 pw', '£85 pw']","Lovely house, great location, f/f double rooms",3 doubles,"[360, 360, 340]",353.3333333333333,L6
425,01 Dec 2018,Furnished,Males or females,Liverpool (L15),None,3 months,"['£330 pcm', '£340 pcm', '£350 pcm', '£260 pcm']",Single & Double room available,Single + double,"[330, 340, 350, 260]",320.0,L15
426,Now,Furnished,Males or females,Liverpool (L6),None,3 months,"['£300 pcm', '£300 pcm', '£300 pcm']",Double bed Available close to local amenities& Uni,3 doubles,"[300, 300, 300]",300.0,L6
427,Now,Furnished,Males or females,Liverpool City Centre (L7),None,None,"['£390 pcm', '£390 pcm', '£350 pcm', '£350 pcm']",4 Bed. Bills incuded. 10 mins walk from UoL.,2 singles + 2 doubles,"[390, 390, 350, 350]",370.0,L7
428,Now,Furnished,Males or females,Liverpool City Centre (L8),None,None,"['£150 pw', '£150 pw', '£150 pw']",Dble Room in Liverpool Centre's Georgian Quarter,3 doubles,"[600, 600, 600]",600.0,L8
429,Now,Furnished,Males or females,Aigburth (L17),None,None,['£395 pcm'],One Double Ensuite Bedroom!! Modern Furnished Apar,Double room,[395],395.0,L17
430,Now,Furnished,Males or females,Liverpool City Centre (L1),12 months,10 months,"['£92 pw', '£94 pw', '£97 pw', '£97 pw', '£92 pw', '£97 pw']",Student rooms available opposite Bombed out Church,2 doubles,"[368, 376, 388, 388, 368, 388]",379.3333333333333,L1
431,Now,Furnished,Males or females,Liverpool (L8),9 months,9 months,['£99 pw'],Room available for let!,Double room,[396],396.0,L8
432,Now,Furnished,Female preferred,Crosby (L23),None,None,['£550 pcm'],Double-room in lovely large house in Blundellsands,Double room,[550],550.0,L23
433,Now,Furnished,Males or females,Garston (L19),None,3 months,"['£300 pcm', '£360 pcm', '£400 pcm']",Double Bedrooms Available in Refurbished House,3 doubles,"[300, 360, 400]",353.3333333333333,L19
434,Now,Furnished,Males or females,Liverpool (L6),None,None,"['£85 pw', '£75 pw', '£80 pw']",2 bedrooms available - Molyneux Road,3 doubles,"[340, 300, 320]",320.0,L6
